@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,65,1000,'Центр города',1,0,9.01,526.39,'около 5 000',Нормальный,6,'менее 50'
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,110,1000,'Фешенебельный район',1,4.72,17.68,604.63,'более 1 000',Элитный,6,'около 10 000'
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,70,1000,'Центр города',1,0,12.89,689.07,'более 10 000',Низкий,6,'более 2 000'
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,120,1000,'Центр города',1,0,18.37,538.43,'около 5 000',Нормальный,6,'более 10 000'
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,100,1000,'Центр города',1,0,18.37,538.43,'около 5 000',Нормальный,6,'более 10 000'
47.15,5.7,477.81,E,276509,83.96,69.52,12.07,65,1000,'Центр города',1,0,13.8,417.66,'более 2 000','Очень высокий',6,'около 5 000'
8.47,6.81,251.68,E,103894,89.69,27.83,1.49,25,10000,'Центр города',1,0,1,616.2,'около 50 000','Очень высокий',8,'около 5 000'
8.47,6.81,251.68,E,103894,89.69,27.83,1.49,72,10000,Окраина,1,0,10.34,611.57,'более 20 000',Элитный,8,'около 500'
8.47,6.81,251.68,E,103894,89.69,27.83,1.49,28,10000,Пригород,3,0,7.01,319.17,'более 1 000',Элитный,8,'около 1 000'
29.42,5.32,475.18,E,126881,85.79,95.8,1.66,46.56,10000,'Фешенебельный район',9,0,8.09,685.4,'более 10 000',Нормальный,4,'более 10 000'
29.42,5.32,475.18,E,126881,85.79,95.8,1.66,92.7,10000,'Центр города',2,0,4.84,346.95,'около 5 000','Очень высокий',4,'около 5 000'
29.42,5.32,475.18,E,126881,85.79,95.8,1.66,40,10000,'Центр города',4,0,6.44,73.78,'более 1 000',Элитный,4,'около 5 000'
