@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
47.15,5.7,477.81,E,41070,99.88,1596.93,13.03,2400,1000,'Центр города',1,1.63,37.41,526.39,'около 5 000',Нормальный,2,'менее 50'
47.15,5.7,477.81,E,41070,99.88,1596.93,13.03,4400,1000,'Фешенебельный район',1,0.83,39.38,175.14,'более 100',Элитный,2,'около 50'
8.47,6.81,251.68,E,12932,93.32,572.05,1,1600,10000,'Центр города',1,0,42.38,191.5,'более 1 000',Элитный,1,'около 1 000'
29.42,5.32,475.18,E,19037,81.6,2186.14,3.69,2380.62,10000,'Фешенебельный район',9,0,42.86,685.4,'более 10 000',Нормальный,2,'около 5 000'
15.52,4.53,210.95,E,27648,97.12,923.92,1,2300,10000,'Центр города',1,0,37.63,148.86,'более 1 000',Высокий,1,'около 1 000'
23.07,6.21,324.96,E,40435,89.63,661.7,18.32,1650,10000,'Центр города',1,0.56,39.14,487.94,'более 20 000',Элитный,2,'около 5 000'
26.2,5.22,274.68,E,200541,86.3,686.61,23.19,1700,10000,'Центр города',1,0,41.16,392.05,'более 10 000',Элитный,5,'более 20 000'
26.2,5.22,274.68,E,200541,86.3,686.61,23.19,1550,10000,'Центр города',2,0,36.51,425.01,'более 20 000','Очень высокий',5,'более 2 000'
26.2,5.22,274.68,E,200541,86.3,686.61,23.19,620,10000,'Центр города',1,0,42.76,393.35,'более 10 000',Элитный,5,'около 5 000'
11.81,4.2,302.84,E,12199,93.7,783.2,1,2500,10000,'Центр города',1,0,34.2,373.25,'около 5 000',Элитный,1,'около 1 000'
10.55,5.93,296.99,E,8355,97.65,898.83,1,900,10000,'Центр города',2,1.35,36.45,597.7,'более 30 000',Нормальный,1,'более 100'
4.58,6.77,182.59,E,16801,98.99,266.57,1,1538.71,100000,'Центр города',9,1.46,43.01,700.72,'более 1 000 000','Очень низкий',2,'более 100'
14.83,3.9,242.55,E,15035,99.6,742.4,1,2200,1000,'Центр города',1,0,37.57,202.12,'около 500',Высокий,1,'около 50'
