@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
47.15,5.7,477.81,E,20946,91,2825.15,7.32,15000,1000,'Фешенебельный район',1,4.72,23.4,693.9,'более 2 000','Очень высокий',2,'более 1 000'
47.15,5.7,477.81,E,20946,91,2825.15,7.32,16500,1000,'Центр города',1,2.91,22.81,486.23,'около 5 000',Нормальный,2,'более 200'
8.47,6.81,251.68,E,7801,80.52,1364.94,1.26,4500,10000,'Фешенебельный район',1,0,17.81,612.73,'около 5 000',Элитный,2,'более 1 000'
8.47,6.81,251.68,E,7801,80.52,1364.94,1.26,4999,10000,Окраина,1,1.18,16.21,177.14,'около 1 000',Элитный,2,'менее 50'
29.42,5.32,475.18,E,8290,96.27,5548.19,1,3586.49,10000,'Фешенебельный район',9,0,26.79,685.4,'более 10 000',Нормальный,2,'более 200'
29.42,5.32,475.18,E,8290,96.27,5548.19,1,5800,10000,Пригород,1,1.18,16.21,149.59,'около 500',Элитный,2,'менее 50'
14.08,5.24,255.26,E,8273,93.23,1229.49,1.63,5500,10000,'Центр города',1,0,13.95,380.11,'около 10 000',Элитный,4,'около 500'
14.08,5.24,255.26,E,8273,93.23,1229.49,1.63,3999,10000,Окраина,1,1.18,16.21,160.99,'около 1 000',Элитный,4,'менее 50'
14.08,5.24,255.26,E,8273,93.23,1229.49,1.63,3745.24,100,'Фешенебельный район',1,0,11.76,0,'менее 50',Элитный,4,'менее 50'
15.52,4.53,210.95,E,11468,99.96,2241.1,1,3999,10000,Окраина,1,1.18,16.21,142.27,'около 1 000',Элитный,1,'менее 50'
15.03,5.25,240.61,E,11182,69.98,2114.27,1.56,4700,10000,'Фешенебельный район',2,0,17.36,547.59,'около 5 000','Очень высокий',3,'около 5 000'
15.03,5.25,240.61,E,11182,69.98,2114.27,1.56,4999,10000,Окраина,1,1.18,16.21,145.84,'более 1 000',Элитный,3,'менее 50'
23.07,6.21,324.96,E,15992,99.67,5221.17,1,3999,10000,Пригород,1,1.18,16.21,127.74,'около 500',Элитный,2,'менее 50'
26.2,5.22,274.68,E,75609,90.38,1833.75,9.68,5000,10000,'Центр города',5,0,16.38,395.85,'более 20 000',Нормальный,5,'более 300'
26.2,5.22,274.68,E,75609,90.38,1833.75,9.68,5500,10000,'Спальный район',1,0,20.37,364,'более 10 000',Элитный,5,'более 2 000'
26.2,5.22,274.68,E,75609,90.38,1833.75,9.68,4750,10000,'Центр города',1,0,23.31,392.05,'более 10 000',Элитный,5,'более 2 000'
26.2,5.22,274.68,E,75609,90.38,1833.75,9.68,2500,10000,'Фешенебельный район',3,1.31,18.14,309.18,'более 1 000',Элитный,5,'более 1 000'
26.2,5.22,274.68,E,75609,90.38,1833.75,9.68,4999,10000,Пригород,1,1.18,16.21,85.87,'около 1 000',Элитный,5,'менее 50'
11.81,4.2,302.84,E,5106,80.38,1395.21,4.05,2500,10000,'Центр города',1,5.53,32.61,700.22,'около 50 000',Высокий,2,'около 1 000'
11.81,4.2,302.84,E,5106,80.38,1395.21,4.05,4900,10000,'Спальный район',1,1.08,16.21,219.91,'более 1 000',Элитный,2,'менее 50'
13.91,3.9,283.62,E,5860,99.35,2275.84,1,5700,10000,'Спальный район',1,1.08,16.21,212.39,'более 1 000',Элитный,2,'менее 50'
10.55,5.93,296.99,E,3351,99.4,2271.77,1,4699,10000,Окраина,1,1.33,16.21,227.41,'более 1 000',Элитный,1,'менее 50'
4.58,6.77,182.59,E,6548,94.44,628.19,1,3417.24,100000,'Центр города',9,2.91,26.79,700.72,'более 1 000 000','Очень низкий',3,'более 200'
4.58,6.77,182.59,E,6548,94.44,628.19,1,5900,10000,'Фешенебельный район',1,1.2,16.21,276.69,'около 500',Элитный,3,'менее 50'
14.83,3.9,242.55,E,11215,99.93,1082.08,1,5500,500,'Фешенебельный район',1,0,20.93,381.01,'более 100',Элитный,1,'менее 50'
17.91,8.19,228.82,E,21161,67.29,1162.22,4.08,3101.6,100000,'Центр города',9,2.91,26.79,667.05,'более 1 000 000','Очень низкий',4,'более 200'
17.91,8.19,228.82,E,21161,67.29,1162.22,4.08,4400,100000,'Спальный район',3,0,19.79,511.29,'более 200 000','Очень высокий',4,'около 5 000'
17.91,8.19,228.82,E,21161,67.29,1162.22,4.08,6400,10000,'Спальный район',1,0.97,23.01,477.11,'более 10 000',Элитный,4,'около 500'
17.91,8.19,228.82,E,21161,67.29,1162.22,4.08,3990,10000,'Спальный район',1,1.2,16.21,134.59,'более 1 000',Элитный,4,'менее 50'
19.93,8.1,472.86,E,32315,78.18,2183.1,1.61,5200,10000,'Спальный район',1,0,23.03,485.19,'более 10 000',Элитный,2,'около 2 000'
19.93,8.1,472.86,E,32315,78.18,2183.1,1.61,5110,10000,'Центр города',1,0,10.48,420.95,'более 10 000',Элитный,2,'около 5 000'
5.4,3.38,184.4,E,16570,97.43,662.89,1,3195.55,100000,'Центр города',9,2.91,26.79,689.39,'более 1 000 000','Очень низкий',4,'более 200'
5.4,3.38,184.4,E,16570,97.43,662.89,1,3550,10000,'Спальный район',2,0,14.81,529.05,'более 20 000','Очень высокий',4,'более 100'
5.4,3.38,184.4,E,16570,97.43,662.89,1,1600,10000,'Центр города',5,0.6,20.33,334.61,'около 10 000',Низкий,4,'менее 50'
5.4,3.38,184.4,E,16570,97.43,662.89,1,3999,10000,'Фешенебельный район',1,1.2,16.21,148.85,'более 200',Элитный,4,'менее 50'
10.97,4.88,222.61,E,35948,78.59,1132.28,7.97,2200,10000,'Фешенебельный район',3,0.59,20.33,432.56,'около 5 000',Элитный,6,'менее 50'
