@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
18.41,5.51,244.7,B,262980,0,11.56,6.79,27,100000,'Спальный район',1,4.99,16.39,698.75,'более 1 000 000',Нормальный,1,'более 200 000'
18.41,5.51,244.7,B,262980,0,11.56,6.79,40,1000,'Фешенебельный район',3,4.99,16.51,240.82,'более 200',Элитный,1,'менее 50'
17.42,5.2,282.08,E,44016,99.86,140.07,1,122,10000,'Центр города',5,0,16.23,68.03,'около 1 000',Элитный,1,'около 50'
8.37,4.76,225.45,E,64570,69.21,23.41,10.93,26,10000,'Центр города',2,0.02,13.01,281.48,'около 5 000',Элитный,2,'более 10 000'
8.37,4.76,225.45,E,64570,69.21,23.41,10.93,34.36,10000,'Фешенебельный район',9,0,16.39,359.67,'более 1 000',Высокий,2,'около 100'
17.09,4.53,219.95,E,91044,71.01,128.9,11.61,69,10000,'Центр города',2,0.02,12.73,258.46,'около 5 000',Элитный,1,'более 10 000'
14.94,6.2,288.8,E,307957,69.85,36.45,11.83,40,100000,'Центр города',1,5.76,16.79,417.55,'более 200 000',Элитный,2,'около 100 000'
14.94,6.2,288.8,E,307957,69.85,36.45,11.83,40,500,'Фешенебельный район',3,5.76,16.43,51.76,'около 50',Элитный,2,'около 500'
28.12,5.08,274.94,E,460901,95.4,246.27,1,39,10000,'Центр города',2,0.04,8.72,173.66,'около 5 000',Элитный,2,'более 20 000'
28.12,5.08,274.94,E,460901,95.4,246.27,1,200,500,'Фешенебельный район',2,0,16.44,47.12,'около 50',Элитный,2,'более 1 000'
22.71,6.37,412.47,C,56056,0,35.04,11.53,40,10000,'Центр города',1,7,16.79,595.53,'около 50 000','Очень высокий',2,'более 10 000'
22.71,6.37,412.47,C,56056,0,35.04,11.53,29,10000,'Центр города',2,4.54,11.56,324.55,'около 5 000',Элитный,2,'более 20 000'
