@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'‘ешенебельный район','÷ентр города','—пальный район',ѕригород,ќкраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Ёлитный,'ќчень высокий',¬ысокий,Ќормальный,Ќизкий,'ќчень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
22.71,6.37,412.47,E,320,53.13,19982.51,3.24,26999,10000,'÷ентр города',2,0,13.04,324.52,'около 5 000',Ёлитный,1,'более 100'
29.08,7.15,319.09,E,7418,98.25,13294.99,1,10250,1000,'÷ентр города',1,0,5.9,197.41,'более 1 000',Ёлитный,1,'более 100'
5.65,3.48,73.25,D,1014,18.05,1960.13,4.96,7000,10000,'÷ентр города',3,0,16.18,114.82,'более 1 000',Ёлитный,1,'около 500'
28.26,5.58,304.31,E,3981,99.62,12344.74,1,11200,1000,'÷ентр города',1,0,5.9,151.04,'около 500',Ёлитный,1,'менее 50'
9.05,2.5,86.54,E,163,99.39,67370.35,1,97513.38,10000,'‘ешенебельный район',9,0,5.92,443.22,'более 2 000','ќчень низкий',1,'менее 50'
13.95,5.09,154.49,E,113425,93.52,4660.78,1,5000,100000,'÷ентр города',1,0,23.37,294.25,'более 100 000',Ёлитный,1,'около 5 000'
27.92,7.08,380,E,26333,88.78,38709.4,5.11,40000,100000,'÷ентр города',2,0,20.39,490.64,'более 1 000 000',Ќормальный,1,'более 2 000'
7.68,4.86,110.99,E,27209,89.83,5764.68,1.07,10000,100000,'÷ентр города',1,0,14.93,305.61,'более 100 000',Ёлитный,1,'около 5 000'
6.22,4.49,84.63,AAA,145,0,8892.91,4.88,38000,10000,'÷ентр города',2,0,16.01,213.01,'около 5 000','ќчень высокий',1,'более 100'
45.3,9.35,1665.33,E,1284,62.31,11052.77,4.81,35000,100000,'÷ентр города',5,0,15.9,258.05,'около 50 000',Ёлитный,1,'около 500'
23.31,6.15,347.78,E,6300,97.62,24702.52,1,23999,10000,'÷ентр города',2,0,13.04,166.38,'около 5 000',Ёлитный,1,'более 100'
18.48,4.5,248.67,E,230,56.52,26125.61,4.47,38999,10000,'÷ентр города',2,0,13.04,304.12,'около 5 000',Ёлитный,1,'около 100'
24.24,6.48,391.83,E,115,74.78,18042.6,5.15,109999,10000,'÷ентр города',2,0,12.22,299.45,'около 5 000','ќчень высокий',1,'около 50'
24.08,6.78,298.11,E,3926,96.18,14853.02,1,13999,10000,'÷ентр города',2,0,13.04,226.42,'около 5 000','ќчень высокий',1,'более 100'
27.52,5.85,370.41,E,1037,85.54,30019.96,4.43,28999,10000,'÷ентр города',2,0,13.04,261.86,'около 5 000',Ёлитный,1,'более 100'
24.91,12.3,254.22,D,111,0,168266.03,2.27,139999,10000,'÷ентр города',2,0,13.04,256.55,'около 5 000',Ёлитный,1,'около 100'
