@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
17.09,4.53,219.95,'',63718,100,173.77,1,179,10000,'Центр города',2,0,14.39,258.46,'около 5 000',Элитный,0,'около 5 000'
28.12,5.08,274.94,'',318065,100,366.39,1,339,10000,'Центр города',2,0,14.39,173.66,'около 5 000',Элитный,0,'более 10 000'
22.71,6.37,412.47,E,50208,84.07,219.34,7.63,219,10000,'Центр города',2,0,14.37,324.55,'около 5 000',Элитный,1,'около 10 000'
29.08,7.15,319.09,E,416755,99.19,235.06,1,295.09,100000,'Центр города',9,0,5.03,409.26,'более 100 000','Очень низкий',2,'около 500'
29.08,7.15,319.09,E,416755,99.19,235.06,1,280,1000,'Центр города',1,0,4.97,286.77,'более 1 000','Очень высокий',2,'более 3 000'
44.42,11.15,209.47,E,336058,99.91,262.77,1,327,500,'Центр города',1,0,4.97,133,'более 200',Элитный,1,'около 300'
28.26,5.58,304.31,E,254666,99.65,197.43,1,244,10000,'Центр города',1,0,4.97,317.42,'около 5 000',Элитный,1,'около 1 000'
19.62,6.3,216.88,E,285569,96.5,57.77,1,149,10000,'Центр города',2,0,14.39,238.19,'около 5 000',Элитный,1,'около 10 000'
19.35,6.58,188.03,E,116254,93.98,233.71,1,150,10000,'Центр города',1,0,2.45,80.95,'более 1 000',Элитный,1,'около 5 000'
12.9,3.61,180.22,E,23448,57.35,122.3,1.84,100,1000,'Центр города',1,0,2.45,386.39,'более 2 000','Очень высокий',1,'около 10 000'
31.86,5.51,295.77,E,109976,99.14,372.74,1,452,1000,'Центр города',1,0,4.97,347.7,'более 1 000','Очень высокий',1,'около 1 000'
11.92,4.46,116.26,E,573159,99.89,113.8,1,160,1000,'Центр города',1,0,4.97,116.55,'более 1 000',Элитный,1,'около 500'
