@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
22.71,6.37,412.47,E,1009,98.02,9017.44,1,9499,10000,'Центр города',2,0,12.27,324.52,'около 5 000',Элитный,1,'менее 50'
29.08,7.15,319.09,E,7602,98.49,11958.78,1,14100,1000,'Центр города',1,0.39,5.31,197.41,'более 1 000',Элитный,1,'более 100'
44.42,11.15,209.47,E,4325,97.69,10278.62,1,80000,10000,'Фешенебельный район',1,0,46.59,640.98,'более 10 000',Элитный,1,'около 100'
28.26,5.58,304.31,'',3788,100,12252.64,1,12400,1000,'Центр города',1,0,5.31,151.04,'около 500',Элитный,0,'менее 50'
24.55,5.83,275.51,E,3847,97.4,6480.49,1,45000,10000,'Фешенебельный район',1,0,46.48,676.95,'более 10 000',Элитный,1,'около 100'
32.99,6.44,283.74,E,3560,97.61,7216.65,1,35000,10000,'Фешенебельный район',1,0,46.48,661.32,'более 20 000',Элитный,1,'около 100'
6.18,3.71,75.14,E,9082,98.9,1589.84,1,5000,100000,'Фешенебельный район',3,0,46.48,527.58,'около 100 000',Элитный,1,'около 100'
17.64,10.94,318.44,E,4230,94.66,5161.33,1,10000,10000,'Фешенебельный район',1,0,46.59,676.12,'более 20 000',Элитный,1,'более 200'
31.86,5.51,295.77,E,4309,97.68,9177.06,1,26000,10000,'Центр города',2,0,46.48,359.08,'более 10 000','Очень высокий',1,'около 100'
27.92,7.08,380,E,82019,96.01,10897.64,1,11500,100000,'Центр города',2,0,46.48,490.64,'более 1 000 000',Нормальный,1,'около 5 000'
7.68,4.86,110.99,'',65997,100,3223.76,1,5000,100000,'Центр города',1,0,27.12,305.61,'более 100 000',Элитный,0,'более 2 000'
24.49,6.67,342,E,13963,99.7,7564.93,1,22215,10000,'Центр города',4,1.52,23.69,384.28,'более 20 000',Нормальный,1,'около 50'
18.48,4.5,248.67,E,1378,98.55,6108.22,1,6999,10000,'Центр города',2,0,12.27,304.12,'около 5 000',Элитный,1,'менее 50'
24.24,6.48,391.83,E,1428,98.6,9949.84,1,10999,10000,'Центр города',2,0,12.27,299.45,'около 5 000','Очень высокий',1,'менее 50'
24.08,6.78,298.11,E,5453,99.63,9486.22,1,9999,10000,'Центр города',2,0,12.27,226.42,'около 5 000','Очень высокий',1,'менее 50'
27.52,5.85,370.41,E,2686,99.26,9998.86,1,10999,10000,'Центр города',2,0,12.27,261.86,'около 5 000',Элитный,1,'менее 50'
24.91,12.3,254.22,E,2117,99.06,14067.25,1,14499,10000,'Центр города',2,0,12.27,256.55,'около 5 000',Элитный,1,'менее 50'
