@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,38077,99.74,1442.92,1,4000,10000,'Центр города',1,0,8.1,1000,162.34,2000,'Очень высокий',1
12.5,5.84,266.25,E,9258,94.06,776.53,1,891.02,10000,'Центр города',1,0,36.26,500,298.26,5000,Элитный,2
12.5,5.84,266.25,E,9258,94.06,776.53,1,3000,1000,'Центр города',1,0,29.18,50,311.24,1000,Элитный,2
19.02,4.74,243.68,E,13522,89.08,900.96,1.91,541.56,10000,'Центр города',1,4.4,36.28,500,277.99,3000,Элитный,3
19.02,4.74,243.68,E,13522,89.08,900.96,1.91,3499,10000,'Центр города',5,5.28,41.49,500,426.85,10000,'Очень высокий',3
19.02,4.74,243.68,E,13522,89.08,900.96,1.91,3000,1000,'Центр города',1,0,15.9,500,417.99,2000,'Очень высокий',3
14.84,6.04,323.95,E,5656,85.87,1835.77,9.15,2200,100000,'Центр города',5,3.41,30.64,1000,545.55,200000,Нормальный,1
13.47,4.2,180.05,E,14235,96.49,705.35,1,804,10000,'Центр города',1,0,36.26,500,394.97,10000,Элитный,1
8.42,8.02,272.66,E,54649,99.82,394.2,1,360.57,10000,'Центр города',1,0,36.45,100,349.21,10000,Элитный,1
10.99,3.9,197.94,E,18970,94.73,713.58,1,374.94,10000,'Центр города',1,0,36.26,1000,374.9,10000,Элитный,1
19.51,7.43,280.72,E,27719,94.41,2066.54,1,805,10000,'Центр города',1,4.41,36.32,200,333.15,5000,Элитный,3
19.51,7.43,280.72,E,27719,94.41,2066.54,1,2699,10000,'Фешенебельный район',4,5.28,41.49,1000,413.54,2000,Элитный,3
19.51,7.43,280.72,E,27719,94.41,2066.54,1,2966.45,1000,'Центр города',1,2.87,39.45,500,223.16,1000,Элитный,3
17.47,6.07,325.43,E,16353,73.45,731.2,5.28,3650,100000,'Центр города',6,3.41,30.29,2000,482.59,100000,Нормальный,3
17.47,6.07,325.43,E,16353,73.45,731.2,5.28,3400,100000,'Фешенебельный район',5,0,24.24,1000,520.76,50000,Элитный,3
17.47,6.07,325.43,E,16353,73.45,731.2,5.28,1605.75,10000,'Спальный район',2,0,19.59,300,325.91,5000,Элитный,3
24.09,6.5,389.39,D,22349,0,2160.09,1.64,3200,100000,'Фешенебельный район',5,0,24.24,1000,538.92,50000,Элитный,3
24.09,6.5,389.39,D,22349,0,2160.09,1.64,4800,100000,'Фешенебельный район',5,0,24.24,1000,541.39,50000,Элитный,3
24.09,6.5,389.39,D,22349,0,2160.09,1.64,3200,100000,'Центр города',1,0,32.18,20000,377.39,50000,Элитный,3
15.39,6.09,261.73,E,63560,99.84,859.45,1,3500,100000,'Центр города',2,0,29.96,3000,570.71,500000,Высокий,1
15.39,6.09,261.73,E,63560,99.84,859.45,1,1344.59,10000,'Центр города',3,0,36.45,100,292.25,10000,Элитный,1
16.85,8.11,333.49,E,95967,93.52,784.3,1,3000,100000,'Центр города',2,0,28.5,5000,535.59,500000,Высокий,3
16.85,8.11,333.49,E,95967,93.52,784.3,1,1425.34,10000,'Центр города',3,3.42,36.3,300,397.58,10000,'Очень высокий',3
16.85,8.11,333.49,E,95967,93.52,784.3,1,3080,100000,'Фешенебельный район',4,4.1,41.49,100,422.96,20000,Элитный,3
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,3522.33,10000,'Фешенебельный район',2,0,60.04,20000,569.24,10000,Элитный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,4600,10000,'Центр города',1,0.55,35.59,500,523.81,100000,Нормальный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,900,10000,'Центр города',1,4.39,36.26,500,132.36,2000,Элитный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,3999,10000,'Центр города',4,5.28,40.11,5000,399.69,20000,Нормальный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,4000,10000,'Центр города',1,4.19,24.05,10000,358.68,10000,Элитный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,3000,10000,'Центр города',1,0,38.81,1000,246.56,5000,Элитный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,3500.73,1000,'Центр города',1,0,29.18,500,147.55,1000,Элитный,7
31.87,11.17,387.83,E,140249,56.51,1165.7,8.78,3536.2,10000,'Фешенебельный район',6,0,39.64,500,107.03,500,Элитный,7
7.73,3.8,224.15,E,8769,99.94,386.91,1,1600,100,'Центр города',1,0,20.16,50,299.02,100,Низкий,1
7.32,3.79,237.5,E,8835,99.86,446.25,1,3250,10000,'Центр города',2,0.22,30.86,50,584.1,20000,Высокий,1
9.45,5.84,220.53,E,35245,99.86,440.02,1,1454.43,10000,'Центр города',3,0,36.42,50,466.6,10000,'Очень высокий',1
17.53,6.04,300.08,E,51175,93.53,663.4,1,2700,100000,'Центр города',2,0,28.14,2000,543.58,500000,'Очень высокий',3
17.53,6.04,300.08,E,51175,93.53,663.4,1,1433.11,10000,'Центр города',3,0,36.45,100,440.98,20000,Высокий,3
9.44,5.57,224.4,E,28695,99.97,449.08,1,1435.94,10000,'Центр города',3,0,37.63,50,416.58,10000,'Очень высокий',1
11.13,7.83,428.9,E,22542,95.56,1057.99,1,3199.99,10000,'Центр города',1,0,38.42,1000,451.5,10000,Элитный,1
23.07,5.5,410.32,E,7615,87.03,1106.88,3.39,4440,10000,'Центр города',1,0,29.96,1000,422.27,10000,'Очень высокий',1
23.33,5.17,324.21,E,89600,79.39,555.39,3.8,2808.78,100000,'Фешенебельный район',2,0,60.04,10000,645.17,100000,Элитный,2
23.33,5.17,324.21,E,89600,79.39,555.39,3.8,1886.68,10000,'Центр города',2,0,19.59,500,292.51,5000,Элитный,2
26.65,8.52,456.65,E,197112,71.58,578.46,4.22,2499.16,100000,'Фешенебельный район',2,0,60.04,20000,575.55,100000,Элитный,4
26.65,8.52,456.65,E,197112,71.58,578.46,4.22,2600,100000,'Центр города',3,1.68,37.6,10000,450.36,200000,'Очень высокий',4
26.65,8.52,456.65,E,197112,71.58,578.46,4.22,3400,100000,'Центр города',4,4.64,41.5,500,434.8,200000,Высокий,4
26.65,8.52,456.65,E,197112,71.58,578.46,4.22,2500,100000,'Центр города',3,0,42.83,1000,405.4,100000,Элитный,4
21.94,6.7,374.03,E,100992,86.86,516.62,3.15,2696.23,100000,'Фешенебельный район',2,2.24,60.04,10000,601.56,100000,Элитный,2
