@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,21265,83.58,889.28,4.92,2000,100000,'Центр города',2,0.13,21.83,3000,424.09,100000,Элитный,2
20.39,5.51,274,E,21265,83.58,889.28,4.92,2000,10000,'Центр города',1,0,14.11,1000,162.34,2000,'Очень высокий',2
12.5,5.84,266.25,E,4339,88.48,984.78,5.74,826,10000,'Центр города',1,0.02,13.64,500,298.26,5000,Элитный,1
19.02,4.74,243.68,E,7191,92.3,1587.4,1,2450,10000,'Центр города',2,0.01,2.17,500,531.78,20000,Высокий,1
14.84,6.04,323.95,E,2832,58.23,1399.14,7.89,2002.85,10000,'Центр города',5,0,13.67,1000,585.04,50000,Низкий,2
14.84,6.04,323.95,E,2832,58.23,1399.14,7.89,4200,10000,'Центр города',2,0,14,200,398.51,10000,Элитный,2
8.42,8.02,272.66,E,46221,99.97,544.81,1,560,1000,'Центр города',3,0,2.99,50,163.98,500,Высокий,1
19.51,7.43,280.72,E,14686,79.37,1232.38,5.64,1995.95,10000,'Центр города',7,1.44,13.91,2000,345.78,5000,'Очень высокий',3
19.51,7.43,280.72,E,14686,79.37,1232.38,5.64,4090.95,1000,'Центр города',1,0.85,16.91,50,223.16,1000,Элитный,3
17.47,6.07,325.43,E,19742,70.89,1001.44,5.79,2900,100000,'Фешенебельный район',5,0,13.65,5000,526.79,50000,Элитный,4
17.47,6.07,325.43,E,19742,70.89,1001.44,5.79,3500,10000,'Центр города',1,0,14,300,469.41,20000,Элитный,4
17.47,6.07,325.43,E,19742,70.89,1001.44,5.79,482.76,10000,'Спальный район',2,0,3.99,1000,325.91,5000,Элитный,4
24.09,6.5,389.39,E,18038,90.75,651.29,1.06,2450,100000,'Фешенебельный район',5,0,13.67,1000,541.39,50000,Элитный,3
24.09,6.5,389.39,E,18038,90.75,651.29,1.06,1200,100000,'Центр города',1,0,13.67,50,377.39,50000,Элитный,3
24.09,6.5,389.39,E,18038,90.75,651.29,1.06,750,10000,'Фешенебельный район',6,0,5.64,500,332.85,1000,Элитный,3
15.39,6.09,261.73,E,32625,87.47,615.71,2.24,2000,100000,'Центр города',2,0.28,13.33,5000,570.71,500000,Высокий,3
15.39,6.09,261.73,E,32625,87.47,615.71,2.24,2094.32,10000,'Центр города',3,0,13.64,50,292.25,10000,Элитный,3
15.39,6.09,261.73,E,32625,87.47,615.71,2.24,2400,100000,'Центр города',4,3.08,14.08,500,351.05,50000,Элитный,3
16.85,8.11,333.49,E,49274,87.43,696.42,3.95,2000,100000,'Центр города',2,2.05,11.74,5000,535.59,500000,Высокий,4
16.85,8.11,333.49,E,49274,87.43,696.42,3.95,1995.95,10000,'Центр города',3,0,13.57,50,397.58,10000,'Очень высокий',4
16.85,8.11,333.49,E,49274,87.43,696.42,3.95,790,500,Окраина,2,0,2.61,50,280.5,300,'Очень высокий',4
31.87,11.17,387.83,E,193937,94.01,1103.42,1,2540.41,10000,'Фешенебельный район',2,0,24.26,10000,569.24,10000,Элитный,3
31.87,11.17,387.83,E,193937,94.01,1103.42,1,1100,10000,'Центр города',1,0.02,13.64,1000,132.36,2000,Элитный,3
31.87,11.17,387.83,E,193937,94.01,1103.42,1,3700,10000,'Центр города',1,1.73,14.47,1000,246.56,5000,Элитный,3
7.73,3.8,224.15,E,4060,99.38,809.13,1,2000,100,'Центр города',1,1.74,13.93,50,299.02,100,Низкий,1
9.45,5.84,220.53,D,12646,20.17,1058.68,1.23,2001.96,10000,'Центр города',3,0,13.64,50,466.6,10000,'Очень высокий',3
17.53,6.04,300.08,E,26920,99.93,1381.38,1,3000,100000,'Центр города',2,0,12.38,10000,543.58,500000,'Очень высокий',2
17.53,6.04,300.08,E,26920,99.93,1381.38,1,1918.78,10000,'Центр города',3,0,13.64,50,440.98,20000,Высокий,2
17.53,6.04,300.08,E,26920,99.93,1381.38,1,6100,100000,'Центр города',2,0,8.04,100,467.59,200000,Элитный,2
9.44,5.57,224.4,E,10464,99.52,1103.46,1,1978.55,10000,'Центр города',3,0,13.64,50,416.58,10000,'Очень высокий',1
11.13,7.83,428.9,E,16979,92.34,1189.23,1,1649,10000,'Центр города',1,0,2.73,1000,451.5,10000,Элитный,1
23.07,5.5,410.32,E,3490,52.72,1955.43,9.56,1100,100000,'Фешенебельный район',6,0,13.06,1000,634.58,100000,'Очень высокий',2
23.07,5.5,410.32,E,3490,52.72,1955.43,9.56,3000,10000,'Центр города',1,0,14.32,100,365.29,5000,Элитный,2
23.33,5.17,324.21,E,38360,84.58,1428.76,8.05,6953.86,100000,'Фешенебельный район',2,2.06,24.26,5000,645.17,100000,Элитный,5
23.33,5.17,324.21,E,38360,84.58,1428.76,8.05,3300,100000,'Спальный район',1,0,14.07,500,446.66,100000,'Очень высокий',5
23.33,5.17,324.21,E,38360,84.58,1428.76,8.05,2167,100000,'Центр города',4,0,5.41,50,123.51,5000,Высокий,5
23.33,5.17,324.21,E,38360,84.58,1428.76,8.05,561.15,10000,'Центр города',2,0.14,3.98,1000,292.51,5000,Элитный,5
23.33,5.17,324.21,E,38360,84.58,1428.76,8.05,2999,10000,'Центр города',3,0,19.72,50,46.05,1000,Высокий,5
26.65,8.52,456.65,E,64477,86.1,945.74,4.91,4599.19,100000,'Фешенебельный район',2,2.06,24.26,10000,575.55,100000,Элитный,2
26.65,8.52,456.65,E,64477,86.1,945.74,4.91,1500,100000,'Центр города',3,0,20.42,100,405.4,100000,Элитный,2
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,2000,100000,'Центр города',4,2.12,12.48,5000,530.67,500000,Нормальный,5
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,3880,100000,'Центр города',1,0,13.67,1000,568.87,500000,'Очень высокий',5
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,1900,100000,'Фешенебельный район',4,2.6,14.09,2000,549.66,50000,Элитный,5
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,1800,1000,'Центр города',1,0.23,14.71,100,422.66,5000,Высокий,5
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,1786,500,'Спальный район',1,0.5,6.1,50,20.87,100,Элитный,5
33.11,6.85,380.03,E,19334,55.95,1936.83,9.5,5000,500,'Центр города',4,1.94,14.01,50,59.42,100,'Очень высокий',5
21.94,6.7,374.03,E,33407,78.72,1091.38,6.22,5276.44,100000,'Фешенебельный район',2,2.06,24.26,5000,601.56,100000,Элитный,2
21.94,6.7,374.03,E,33407,78.72,1091.38,6.22,3250,100000,'Спальный район',1,0,13.65,5000,562.42,500000,Высокий,2
24.73,4.68,308.59,C,16949,0,1070.32,1.4,3000,100000,'Фешенебельный район',4,0.15,12.54,10000,541.72,50000,Элитный,3
24.73,4.68,308.59,C,16949,0,1070.32,1.4,5000,100000,'Центр города',2,1.94,14.41,100,334.95,50000,'Очень высокий',3
24.73,4.68,308.59,C,16949,0,1070.32,1.4,260,1000,'Спальный район',2,0.04,1.62,50,36.82,500,Элитный,3
24.81,4.79,375.45,E,15913,82.08,1643.97,9.36,7880.54,100000,'Фешенебельный район',2,2.06,24.26,2000,599.94,100000,Элитный,2
24.81,4.79,375.45,E,15913,82.08,1643.97,9.36,571.92,10000,'Спальный район',2,0.14,3.98,500,337.06,5000,Элитный,2
25.77,5.9,383.71,E,18458,59.37,1519.3,8.71,3850,100000,'Центр города',1,6.21,14.07,10000,611.84,500000,'Очень высокий',1
26.38,5.08,323.88,E,12076,62.89,628.94,4.68,1870,100000,'Спальный район',1,0,13.06,5000,521.76,100000,Элитный,4
26.38,5.08,323.88,E,12076,62.89,628.94,4.68,2500,100000,'Центр города',1,1.94,14.26,50,204.69,10000,Элитный,4
26.38,5.08,323.88,E,12076,62.89,628.94,4.68,3000,100000,'Центр города',9,1.94,14.13,50,281.13,20000,Высокий,4
24.49,5.3,327.63,E,18509,86.39,1468.84,8.36,7088.74,100000,'Фешенебельный район',2,2.06,24.26,2000,592.54,100000,Элитный,3
24.49,5.3,327.63,E,18509,86.39,1468.84,8.36,2250,100000,'Центр города',3,0,20.42,500,481.57,100000,'Очень высокий',3
24.49,5.3,327.63,E,18509,86.39,1468.84,8.36,3200,10000,'Спальный район',1,0.8,9.51,50,337.89,5000,Элитный,3
27.52,5.73,330.2,E,17597,70.47,1908.25,2.23,3000,100000,'Центр города',3,0,11.06,5000,621.11,500000,Нормальный,2
27.52,5.73,330.2,E,17597,70.47,1908.25,2.23,2000,100000,'Центр города',7,0,3.63,200,424.25,100000,'Очень низкий',2
15.33,6.31,324.9,E,49394,99.45,1336.84,1,700,100000,'Центр города',1,0,6.34,100,258.31,20000,Высокий,2
15.33,6.31,324.9,E,49394,99.45,1336.84,1,2100,10000,'Центр города',2,0,5.67,100,255.19,5000,Элитный,2
22.49,8.02,329.18,E,46512,88.33,1245.4,7.15,1400,1000,'Центр города',1,0.87,14.71,500,181.38,1000,Элитный,3
22.49,8.02,329.18,E,46512,88.33,1245.4,7.15,2220,100000,'Центр города',1,0,23.54,5000,584.05,500000,'Очень высокий',3
22.49,8.02,329.18,E,46512,88.33,1245.4,7.15,4990.6,10000,'Центр города',1,2.33,14.98,50,279.34,5000,Элитный,3
15.89,8.62,439.9,E,41001,98.78,1730.82,1,3200,10000,'Центр города',2,0.87,14.71,500,301.96,5000,Элитный,1
25.62,7.03,1073.98,E,28824,56.21,340.4,2.61,1200,100000,'Центр города',1,4.44,20.12,10000,533.69,500000,Элитный,3
25.62,7.03,1073.98,E,28824,56.21,340.4,2.61,1100,100000,'Фешенебельный район',3,2.96,13.85,5000,628.13,100000,Элитный,3
25.62,7.03,1073.98,E,28824,56.21,340.4,2.61,950,10000,'Центр города',2,0.61,5.49,50,409.32,10000,'Очень высокий',3
26.77,7.39,928.54,E,22063,98.67,1766.44,1,2500,10000,'Фешенебельный район',1,0,4.07,500,310.68,1000,Элитный,2
26.77,7.39,928.54,E,22063,98.67,1766.44,1,5471.9,1000,'Центр города',1,0.2,15.09,100,215.83,1000,Элитный,2
11.45,2.72,132.06,D,5044,25.65,419.22,2.52,990,100000,'Фешенебельный район',8,0,13.7,1000,553.92,50000,Элитный,2
3.86,3.06,57.74,E,12506,88.01,351.58,2,950,100000,'Фешенебельный район',7,0,13.7,1000,500.47,20000,Элитный,1
4.5,2.56,61.78,E,31232,91.7,355.29,1,750,100000,'Фешенебельный район',7,0,13.7,2000,440.59,30000,Элитный,2
4.5,2.56,61.78,E,31232,91.7,355.29,1,435,10000,'Спальный район',2,0,2.59,100,383.13,10000,'Очень низкий',2
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,1300,100000,'Центр города',3,1.89,12.44,20000,525.8,500000,Низкий,6
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,1500,100000,'Центр города',1,0,8.83,1000,502.57,500000,Элитный,6
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,1250,100000,'Фешенебельный район',7,0,13.7,5000,365.66,20000,Элитный,6
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,2700.5,10000,'Центр города',2,0.02,13.71,100,173.37,5000,Элитный,6
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,1100,100000,Окраина,5,0,13.67,5000,280.43,50000,Элитный,6
13.8,3.48,170.38,E,107704,71.3,728.04,4.3,500,1000,'Центр города',1,0.35,6.3,1000,64.84,1000,Элитный,6
5.25,6.14,342,E,4025,92.2,1055.09,1,4000,10000,'Центр города',2,1.66,14.09,300,310.96,5000,'Очень высокий',1
12.02,5.76,276.93,E,15715,97.85,1228.67,1,1245,100000,'Центр города',1,0,2.96,1000,265.97,50000,Высокий,2
12.02,5.76,276.93,E,15715,97.85,1228.67,1,2800,10000,'Центр города',1,0,6.34,100,444.67,10000,'Очень высокий',2
12.42,6,317.66,E,13172,90.74,1124.57,3.83,2400,500,'Центр города',1,0.87,14.71,500,310.75,500,'Очень высокий',2
16.51,6.23,333.09,E,25559,88.77,914.99,4.92,1800,100000,'Центр города',2,0.24,14.71,100,397.61,100000,Элитный,2
16.51,6.23,333.09,E,25559,88.77,914.99,4.92,950,10000,'Фешенебельный район',4,0,5.52,1000,533.43,5000,Элитный,2
16.51,6.23,333.09,E,25559,88.77,914.99,4.92,2300,10000,'Центр города',2,1.73,13.62,2000,446.57,10000,'Очень высокий',2
25.04,7.31,1434.5,E,22527,55.04,3057.77,1.6,8000,100000,'Центр города',2,4.56,10.3,5000,463.12,100000,Элитный,2
22.09,7.4,456,E,23654,99.78,3087.93,1,2335,500,'Центр города',2,0,3.87,50,163.37,500,'Очень высокий',1
23.89,7.7,947.88,E,42166,64.43,1338.92,6.96,1250,100000,'Центр города',2,2.75,14.09,10000,528.36,500000,'Очень высокий',1
4.33,5.59,279.78,E,4384,99.75,1066.62,1,2000,1000,'Фешенебельный район',1,0,14.71,200,287.77,200,Элитный,1
