@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
12.5,5.84,266.25,'',14405,100,508.23,1,100,10000,'Центр города',6,0,14.69,200,567.05,20000,Нормальный,0
19.51,7.43,280.72,E,55472,96.85,1028.32,1,750,10000,'Центр города',2,3.97,20.76,1000,542.89,20000,Высокий,1
17.47,6.07,325.43,E,87005,99.77,759.03,1,1600,10000,'Центр города',1,0,4.16,200,229.48,5000,Элитный,1
31.87,11.17,387.83,E,289751,99.65,2217.67,1,8000,10000,'Фешенебельный район',1,0,16.86,1000,464.42,5000,Элитный,1
22.49,8.02,329.18,E,176623,99.98,861.48,1,2400,1000,'Центр города',2,0.21,10.27,50,246.41,1000,Высокий,1
13.8,3.48,170.38,E,473556,98.94,533.8,1,2100,100000,'Центр города',1,0.84,24.25,5000,502.57,500000,'Очень высокий',1
25.04,7.31,1434.5,E,114542,99.94,983.48,1,2990,10000,'Центр города',2,3.22,17.9,50,592.55,50000,Нормальный,1
14.6,6.07,242.55,'',18022,100,461.38,1,36,10000,'Центр города',6,0,14.73,1000,555.43,20000,Низкий,0
27.88,6.84,1121,E,78247,99.98,1125.48,1,4500,100000,'Фешенебельный район',1,1.44,17.59,50,340.42,5000,Элитный,1
21.51,5.05,294.04,E,414901,99.95,786.73,1,3000,10000,'Центр города',1,0,11.16,100,333.99,10000,Элитный,1
36.55,8.17,486.2,E,1852945,99.1,1782.51,1,3850,100000,'Центр города',1,3,20.77,10000,328.62,100000,Элитный,1
17.05,9.25,331.7,E,469337,99.94,801.01,1,1500,10000,'Центр города',1,0,4.16,300,130.51,5000,Элитный,1
179.08,8.91,2646,E,601,83.36,22279.36,1.09,42000,10000,'Центр города',2,0,2.61,50,715.66,20000,'Очень высокий',1
24.5,8.82,380.2,E,1020235,99.88,1184.07,1,6300,100000,'Центр города',1,4.16,24.3,1000,520.66,500000,'Очень высокий',1
11.16,3.41,203.67,E,55500,99.97,426.86,1,485.35,500,'Центр города',2,0,5.61,50,184.82,500,Высокий,1
15.69,3.48,115.97,E,809283,89.99,447.54,1,1700,100000,'Центр города',1,0.66,24.24,100000,497.25,500000,'Очень высокий',1
39.69,7.83,1612.96,E,990938,98.89,2275.68,1,7000,100000,'Центр города',1,2.9,23.56,10000,456.92,500000,Элитный,2
39.69,7.83,1612.96,E,990938,98.89,2275.68,1,8200,100000,'Центр города',3,2.5,15.77,50,501.86,500000,Низкий,2
25.47,5.7,270,E,146792,99.86,1059.81,1,3000,10000,'Центр города',3,0.08,10.27,200,308.15,5000,Элитный,1
