@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,6137,85.29,2005.5,2.96,14000,100000,'Центр города',2,3.66,21.71,1000,487.21,100000,Высокий,1
19.02,4.74,243.68,E,2519,89.32,9390.87,6.09,14070,10000,'Центр города',4,0,8.81,200,418.11,10000,'Очень высокий',1
14.84,6.04,323.95,D,2238,23.01,610.15,14.6,2500,100000,'Центр города',5,3.41,21.28,1000,545.55,200000,Нормальный,1
8.42,8.02,272.66,E,21958,99.83,1744.04,1,12345,10000,'Центр города',2,0.64,23.83,50,572.06,50000,Нормальный,1
10.99,3.9,197.94,E,5197,82.68,2891.18,2.11,3550,10000,'Центр города',2,2.67,21.64,1000,534.09,20000,Нормальный,1
17.47,6.07,325.43,E,8233,76.7,3854.53,5.5,16750,100000,'Центр города',6,3.41,21.92,1000,482.59,100000,Нормальный,3
17.47,6.07,325.43,E,8233,76.7,3854.53,5.5,9999,100,'Центр города',1,2.52,14.29,50,239.64,100,Низкий,3
17.47,6.07,325.43,E,8233,76.7,3854.53,5.5,16000,10000,'Спальный район',2,0,12.91,50,395.59,10000,Элитный,3
16.85,8.11,333.49,D,18107,47.53,7467.52,6.55,17000,100000,'Центр города',2,4.27,21.23,5000,413.49,100000,'Очень высокий',3
16.85,8.11,333.49,D,18107,47.53,7467.52,6.55,14000,100000,'Спальный район',2,2.22,22.24,2000,422.98,100000,Элитный,3
16.85,8.11,333.49,D,18107,47.53,7467.52,6.55,13333,100000,Окраина,2,2.22,23.96,1000,493.19,100000,Нормальный,3
31.87,11.17,387.83,E,62171,92.53,17199.19,1,5350,10000,'Центр города',4,2.67,22.05,5000,371.32,10000,Высокий,3
31.87,11.17,387.83,E,62171,92.53,17199.19,1,3550,10000,'Центр города',2,1.57,8.81,300,371.22,20000,Низкий,3
31.87,11.17,387.83,E,62171,92.53,17199.19,1,25000,500,'Центр города',1,0,9.43,50,97.15,500,'Очень высокий',3
7.73,3.8,224.15,E,1579,81.51,966.18,1.4,3850,10000,'Центр города',2,1.71,12.32,100,372.41,5000,'Очень высокий',2
7.73,3.8,224.15,E,1579,81.51,966.18,1.4,6500,10000,'Центр города',1,0.28,17.26,100,590.3,20000,'Очень высокий',2
7.32,3.79,237.5,E,1721,94.19,4087.27,1,2800,10000,'Центр города',2,1.71,12.32,100,364.83,5000,'Очень высокий',1
17.53,6.04,300.08,E,9542,95.28,7568.75,1,15800,100000,'Центр города',4,0,16.33,500,373.21,100000,'Очень высокий',1
