@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
14.84,6.04,323.95,E,13984,98.57,987.25,1,1350,10000,'Центр города',2,0,6.69,200,78.68,1000,Элитный,1
31.87,11.17,387.83,E,418533,97.81,1586.72,1,5000,10000,'Центр города',1,0,9.63,10000,464.43,50000,'Очень высокий',2
31.87,11.17,387.83,E,418533,97.81,1586.72,1,5500,10000,'Центр города',8,0,4.75,50,349.22,10000,Низкий,2
23.07,5.5,410.32,D,16282,0,961.62,1.29,1444,10000,'Центр города',1,2.42,6.45,10000,649.34,50000,Высокий,1
26.65,8.52,456.65,E,306972,96.74,1248.92,1,2800,100000,'Центр города',3,0,7.35,10000,450.36,200000,'Очень высокий',1
21.94,6.7,374.03,E,88095,99.63,1802.03,1,4500,100000,'Центр города',3,0,1,200,652.6,1000000,Низкий,1
24.81,4.79,375.45,E,53838,96.03,1584.91,1,1414.82,500,'Спальный район',1,0,4.8,1000,78.88,100,Элитный,1
11.45,2.72,132.06,E,17704,90.4,357.73,1,1300,100000,'Центр города',1,0.81,7.35,1000,555.39,300000,Элитный,1
4.5,2.56,61.78,E,43002,93.02,270.87,1,790,100000,'Центр города',2,0.81,7.35,3000,501.54,200000,'Очень высокий',1
13.8,3.48,170.38,E,476834,95.81,437.19,1,1700,100000,'Центр города',1,0.81,7.35,20000,506.47,500000,'Очень высокий',1
25.04,7.31,1434.5,E,77662,95.39,972.14,1,4144,100000,'Фешенебельный район',1,0,9.81,5000,688.44,500000,Элитный,1
35.1,7.34,1114.59,E,382101,96.23,1505.28,1,6000,100000,'Центр города',1,0,15.51,10000,516.93,500000,Элитный,1
32.43,7.48,1368,E,438242,93.76,1309.16,1,4644,100000,'Центр города',1,0,11.14,10000,651.14,1000000,Нормальный,3
32.43,7.48,1368,E,438242,93.76,1309.16,1,4644,100000,'Центр города',1,0,11.14,10000,628.63,1000000,Нормальный,3
32.43,7.48,1368,E,438242,93.76,1309.16,1,3500,100000,'Центр города',2,0,6.12,1000,259.95,50000,Элитный,3
27.88,6.84,1121,E,48190,99.69,1815.88,1,1373.32,500,'Спальный район',1,0,14.1,100,43.54,100,Элитный,1
20.58,7.3,1135,E,80769,99.88,1140.81,1,2500,100000,'Центр города',7,0,4.39,100,317.84,50000,Элитный,1
25.54,5,337.91,E,65989,99.39,1193.06,1,4500,100000,'Центр города',2,1.33,15.51,500,536.41,500000,'Очень высокий',1
21.51,5.05,294.04,E,482007,95.73,651.19,1,1300,10000,'Центр города',1,0,7.35,10000,444.62,30000,'Очень высокий',1
21.51,5.05,294.04,E,482007,95.73,651.19,1,1200,10000,'Фешенебельный район',1,0.28,4.97,10000,518.7,5000,Элитный,1
20.06,6.93,1083,E,42334,95.01,931.23,1,3333,100000,'Фешенебельный район',1,0,7.38,2000,558.2,100000,Элитный,1
17.49,4.86,326.33,E,386347,98.71,1051.06,1,4167,100000,'Центр города',1,0,11.33,5000,655.87,5000000,Низкий,3
17.49,4.86,326.33,E,386347,98.71,1051.06,1,699.9,10000,'Центр города',1,0.4,4.56,1000,218.12,5000,Элитный,3
17.49,4.86,326.33,E,386347,98.71,1051.06,1,1000,10000,'Центр города',9,0,1.41,50,56.56,1000,Элитный,3
13.2,4.05,270.24,E,288626,99.65,553.77,1,389.9,10000,'Центр города',1,0.4,4.56,1000,237.35,5000,Элитный,1
7.56,2.67,107.04,E,89934,98.89,352.54,1,229.9,10000,'Центр города',1,0.4,4.56,1000,288.92,5000,Элитный,1
8.82,2.79,115.39,E,285086,99.65,187.14,1,149.9,10000,'Центр города',1,0.4,4.56,1000,275.94,5000,Элитный,1
17.81,3,231.35,E,177099,99.44,541.79,1,399.9,10000,'Центр города',1,0.4,4.56,1000,298.69,10000,Элитный,1
8,2.7,154.94,E,65079,98.46,403.96,1,299.9,10000,'Центр города',1,0.4,4.56,1000,299.74,10000,Элитный,1
12.62,3.77,178.59,E,329877,99.65,356.42,1,239.9,10000,'Центр города',1,0.56,4.56,1000,266.13,5000,Элитный,2
12.62,3.77,178.59,E,329877,99.65,356.42,1,525.5,500,'Спальный район',1,0,4.8,500,60.84,100,Элитный,2
16.51,5.75,146.16,E,2041710,99.82,573.67,1,4000,100000,'Фешенебельный район',1,0,12.65,5000,585.39,500000,Элитный,3
16.51,5.75,146.16,E,2041710,99.82,573.67,1,3500,100000,'Центр города',2,0.1,15.51,50,351.49,100000,Элитный,3
16.51,5.75,146.16,E,2041710,99.82,573.67,1,389.9,10000,'Центр города',1,0.56,4.56,1000,169.64,5000,Элитный,3
36.55,8.17,486.2,E,2059908,95.55,1469.29,1,4044,100000,'Центр города',1,0,11.33,20000,571.66,2000000,Низкий,3
36.55,8.17,486.2,E,2059908,95.55,1469.29,1,4500,100000,'Центр города',1,2.63,15.51,10000,423.05,200000,Элитный,3
25.48,6.45,388.5,E,223301,99.19,872.02,1,3444,100000,'Центр города',1,0,6.68,1000,619.53,1000000,Высокий,1
30.96,7.76,507.15,E,1275079,96.35,1360.02,1,4233,100000,'Центр города',1,0,11.23,50000,644.14,5000000,Низкий,1
9.35,7.02,180.53,E,76820,100,358.98,1,800,1000,Окраина,5,0,1.39,50,84.11,200,Элитный,1
13.72,5.5,306.89,D,25838,0,393.7,2.04,971,10000,'Центр города',1,2.42,6.44,10000,609.08,50000,'Очень высокий',1
13.43,5.7,421.66,D,18359,18.3,378.37,1.16,875,10000,'Центр города',1,2.42,6.45,10000,640.84,50000,'Очень высокий',1
10.52,5.07,264.6,E,11141,99.55,272.54,1,300,10000,'Центр города',2,0,14.1,50,124.77,500,Элитный,1
179.08,8.91,2646,D,760,0,8323.66,2.26,22000,500,'Фешенебельный район',1,7.22,15.51,500,677.44,100,Элитный,3
179.08,8.91,2646,D,760,0,8323.66,2.26,2500,500,'Спальный район',1,0,14.1,50,241.31,50,Элитный,3
179.08,8.91,2646,D,760,0,8323.66,2.26,7500,1000,'Спальный район',2,0,14.1,200,294.96,200,Элитный,3
9.63,4.62,107,E,52890,89.98,350.74,1.04,800,100000,'Центр города',1,0.64,7.35,5000,511.16,200000,Элитный,1
8.72,3.36,91.18,E,348593,99.71,355.19,1,159.9,10000,'Центр города',1,1.3,4.56,1000,217.39,5000,Элитный,1
15.69,3.48,115.97,E,1061738,98.12,351.03,1,1200,100000,'Центр города',1,0.64,7.35,20000,497.25,500000,'Очень высокий',1
39.69,7.83,1612.96,E,925741,90.87,1647.36,1.92,4444,100000,'Центр города',1,0,11.33,100000,590.67,1000000,Нормальный,3
39.69,7.83,1612.96,E,925741,90.87,1647.36,1.92,4750,100000,'Центр города',3,0,4.8,1000,452.36,500000,Высокий,3
39.69,7.83,1612.96,E,925741,90.87,1647.36,1.92,2400,10000,'Фешенебельный район',1,0,6.2,1000,186.21,1000,Элитный,3
33.1,7.99,1410,E,104856,92.8,1396.28,1,4444,100000,'Центр города',1,0,7.16,10000,689.38,1000000,Нормальный,1
32.51,8.08,1107.73,E,185785,99.84,1517.52,1,1706.06,1000,'Центр города',2,0,5.87,500,239.88,2000,Высокий,1
20.11,7.94,377.59,E,234185,70.11,1373.41,1.86,889,10000,'Центр города',1,2.42,6.45,50000,449.67,50000,'Очень высокий',1
17.13,7.8,489.56,D,42516,29.44,348.06,1.21,837,10000,'Центр города',1,2.42,6.45,20000,603.48,50000,'Очень высокий',1
13.17,5.8,319.34,D,18174,17.46,826.31,1.92,1199,10000,'Центр города',1,2.42,6.45,10000,630.69,50000,'Очень высокий',1
13.45,4.9,228.15,E,36400,99.73,650.37,1,692.75,10000,'Центр города',5,0,5.58,100,351.79,5000,'Очень высокий',1
18.94,5.5,414.22,D,17382,0,714.26,2.51,866,10000,'Центр города',1,2.42,6.45,10000,630.97,50000,'Очень высокий',1
28.05,8.22,1425,E,90761,99.88,827.14,1,5000,100000,'Центр города',1,0,10.87,50,655.19,1000000,Нормальный,2
28.05,8.22,1425,E,90761,99.88,827.14,1,1469.98,500,'Спальный район',1,0,13.83,100,45.44,100,Элитный,2
13.94,4.5,410.08,D,21643,30.23,716.63,1.72,1055,10000,'Центр города',1,2.45,6.45,10000,632.68,50000,Высокий,2
13.94,4.5,410.08,D,21643,30.23,716.63,1.72,5000,100000,'Центр города',2,0.1,15.51,100,554.72,200000,'Очень высокий',2
17.41,6,348.16,E,37554,97.34,1004.27,1,1700,100000,'Центр города',1,5.08,10.21,1000,521.63,200000,Элитный,1
17.25,5.6,385.2,D,26784,17.86,409.84,1.35,960,10000,'Центр города',1,2.45,6.45,10000,622.29,50000,'Очень высокий',1
15.5,4.5,349.34,AA,25240,0,226.48,1.38,480,10000,'Центр города',1,2.45,6.4,10000,636.48,50000,'Очень высокий',1
20.11,6.3,431.36,E,193246,79.07,579.89,1.43,4000,100000,'Центр города',3,3.08,15.5,100,473.18,100000,'Очень высокий',2
20.11,6.3,431.36,E,193246,79.07,579.89,1.43,888,10000,'Центр города',1,2.45,6.45,50000,519.9,50000,'Очень высокий',2
22.54,6,388.44,D,53245,24.87,699.69,2.08,823,10000,'Центр города',1,2.45,6.45,50000,567.38,50000,'Очень высокий',2
22.54,6,388.44,D,53245,24.87,699.69,2.08,3000,100000,'Центр города',2,0.1,7.75,50,499.41,200000,'Очень высокий',2
22.73,5.3,373.15,E,51919,51.85,618.44,2.06,888,10000,'Центр города',1,2.45,6.45,20000,576.67,50000,'Очень высокий',1
16.89,7.53,602.25,E,39292,54.77,551.34,1.85,1444,10000,'Центр города',1,2.45,6.44,10000,582.23,50000,'Очень высокий',1
