@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,2028,81.9,47963.01,8.19,267840.24,100000,'Фешенебельный район',3,4.47,12.75,100,618.3,100000,Элитный,3
20.39,5.51,274,E,2028,81.9,47963.01,8.19,115000,100000,'Фешенебельный район',1,4.29,10.15,200,660.84,100000,Элитный,3
20.39,5.51,274,E,2028,81.9,47963.01,8.19,165277.32,10000,'Центр города',2,2,8.97,50,473.41,10000,'Очень высокий',3
12.5,5.84,266.25,A,98,0,127538.88,3.97,256815.65,10000,'Центр города',1,3.77,8.42,50,451.01,10000,Элитный,2
12.5,5.84,266.25,A,98,0,127538.88,3.97,38000,10000,'Центр города',8,0,2.59,50,567.06,20000,Низкий,2
19.02,4.74,243.68,D,301,20.93,184360.84,4.91,133333,10000,'Фешенебельный район',2,0.58,10.51,50,613.81,10000,Элитный,4
19.02,4.74,243.68,D,301,20.93,184360.84,4.91,153123.21,10000,'Центр города',1,3.89,8.44,50,428.11,10000,Элитный,4
19.02,4.74,243.68,D,301,20.93,184360.84,4.91,119900,10000,'Центр города',4,1.75,5.04,50,406.71,10000,'Очень высокий',4
19.02,4.74,243.68,D,301,20.93,184360.84,4.91,85000,10000,'Центр города',3,0,5.4,100,406.42,10000,'Очень высокий',4
14.84,6.04,323.95,E,276,95.29,54153.76,1,155000,100000,'Центр города',5,4.9,10.44,50,545.55,200000,Нормальный,2
14.84,6.04,323.95,E,276,95.29,54153.76,1,38000,500,'Фешенебельный район',2,2.24,4.38,50,94.46,50,'Очень высокий',2
13.47,4.2,180.05,E,129,64.34,61149.1,7.06,147234.02,10000,'Центр города',1,3.93,8.38,50,437.91,10000,Элитный,3
13.47,4.2,180.05,E,129,64.34,61149.1,7.06,155555,10000,'Фешенебельный район',5,0,11.57,50,115.07,100,Элитный,3
13.47,4.2,180.05,E,129,64.34,61149.1,7.06,145555,10000,'Центр города',5,0,9.31,50,207.97,1000,Элитный,3
8.42,8.02,272.66,E,1581,92.92,35039.82,1,155555,10000,'Центр города',2,1.02,9.11,100,572.06,50000,Нормальный,3
8.42,8.02,272.66,E,1581,92.92,35039.82,1,136340.98,10000,'Центр города',1,3.87,8.29,50,416.9,10000,Элитный,3
10.99,3.9,197.94,E,245,87.35,103771.45,6.36,280503.48,10000,'Центр города',1,4.23,8.37,50,428.44,10000,Элитный,1
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,105000,10000,'Фешенебельный район',1,4.28,10.09,500,661.54,10000,Элитный,5
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,160236.79,10000,'Центр города',1,4.01,9.06,50,419.18,10000,Элитный,5
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,49050,10000,'Центр города',7,1.2,5.01,100,345.78,5000,'Очень высокий',5
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,120111,10000,'Центр города',5,0.43,10.11,50,250.91,5000,Элитный,5
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,34000,1000,'Фешенебельный район',2,0,6.18,50,154.85,100,Элитный,5
19.51,7.43,280.72,E,5823,89.15,29167.95,4.82,25000,10000,'Центр города',5,0,2.9,50,345.31,5000,'Очень высокий',5
17.47,6.07,325.43,E,2258,79.98,20154.93,4.66,143283.65,100000,'Фешенебельный район',3,4.76,12.75,100,618.3,100000,Элитный,4
17.47,6.07,325.43,E,2258,79.98,20154.93,4.66,145000,100000,'Центр города',6,4.9,10.64,50,482.59,100000,Нормальный,4
17.47,6.07,325.43,E,2258,79.98,20154.93,4.66,130000,100000,'Фешенебельный район',1,4.95,10.15,200,683.6,200000,Элитный,4
17.47,6.07,325.43,E,2258,79.98,20154.93,4.66,110000,1000,'Фешенебельный район',1,0,13.03,50,469.4,1000,Элитный,4
24.09,6.5,389.39,E,2595,72.37,18262.4,3.79,128569.01,100000,'Фешенебельный район',3,4.76,12.75,100,623.74,100000,Элитный,4
24.09,6.5,389.39,E,2595,72.37,18262.4,3.79,122000,100000,'Фешенебельный район',1,4.95,10.15,100,683.22,100000,Элитный,4
24.09,6.5,389.39,E,2595,72.37,18262.4,3.79,37000,100000,'Фешенебельный район',5,0,2.96,100,541.39,50000,Элитный,4
24.09,6.5,389.39,E,2595,72.37,18262.4,3.79,56500,100000,'Центр города',4,1.17,5.1,50,345.6,50000,Элитный,4
15.39,6.09,261.73,E,3384,88.98,37271.48,6.1,144000,100000,'Фешенебельный район',3,0.26,8.61,100,567.17,100000,Элитный,2
15.39,6.09,261.73,E,3384,88.98,37271.48,6.1,200000,100000,'Фешенебельный район',1,4.29,10.37,300,688.09,200000,Элитный,2
