@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
20.39,5.51,274,E,17195,79.19,899.76,5.23,5722.43,100000,'Фешенебельный район',3,3.44,16.68,618.3,'около 100 000',Элитный,3,'более 1 000'
20.39,5.51,274,E,17195,79.19,899.76,5.23,2000,100000,'Центр города',2,0.73,14.3,345.77,'около 50 000',Элитный,3,'около 2 000'
20.39,5.51,274,E,17195,79.19,899.76,5.23,1600,1000,'Центр города',4,0,8.04,169.79,'около 1 000',Высокий,3,'менее 50'
12.5,5.84,266.25,E,4952,82.67,469.86,2.99,1888,10000,'Центр города',1,0.59,13.27,651.57,'около 50 000',Высокий,1,'более 1 000'
19.02,4.74,243.68,E,7191,93.44,1209.67,3.36,4444,10000,'Фешенебельный район',2,0.59,13.28,613.81,'около 10 000',Элитный,3,'около 500'
19.02,4.74,243.68,E,7191,93.44,1209.67,3.36,1900,1000,'Центр города',5,0,6.86,382.1,'более 1 000',Низкий,3,'около 50'
19.02,4.74,243.68,E,7191,93.44,1209.67,3.36,1100,1000,'Центр города',3,0,2.22,203.84,'около 500','Очень высокий',3,'около 50'
14.84,6.04,323.95,E,14876,99.68,906.69,1,450,500,'Фешенебельный район',2,2.02,8.61,94.46,'около 50','Очень высокий',1,'около 50'
13.47,4.2,180.05,E,14977,84.84,350.25,1.56,1100,10000,'Центр города',1,0,9.45,556.27,'более 20 000',Элитный,2,'более 2 000'
13.47,4.2,180.05,E,14977,84.84,350.25,1.56,1400,10000,'Фешенебельный район',5,0,9.69,115.07,'более 100',Элитный,2,'менее 50'
19.51,7.43,280.72,E,18095,89.37,1176.16,4.54,5555,10000,'Центр города',1,0.59,13.28,645.72,'около 100 000',Нормальный,5,'около 50'
19.51,7.43,280.72,E,18095,89.37,1176.16,4.54,2500,10000,'Центр города',1,0,8.34,463.64,'более 20 000',Элитный,5,'более 2 000'
19.51,7.43,280.72,E,18095,89.37,1176.16,4.54,1000,1000,'Центр города',3,0,2.36,157.01,'около 1 000','Очень высокий',5,'менее 50'
19.51,7.43,280.72,E,18095,89.37,1176.16,4.54,1820,10000,'Центр города',5,0,8.67,345.31,'около 5 000','Очень высокий',5,'около 500'
17.47,6.07,325.43,E,21648,74.79,1208.94,5.18,7362.36,100000,'Фешенебельный район',3,4.76,16.68,618.3,'около 100 000',Элитный,2,'более 1 000'
17.47,6.07,325.43,E,21648,74.79,1208.94,5.18,1400,100000,'Фешенебельный район',5,0,6.09,520.76,'около 50 000',Элитный,2,'около 5 000'
24.09,6.5,389.39,E,18162,93.88,1777.08,1,11493.01,100000,'Фешенебельный район',3,4.76,16.68,623.74,'более 100 000',Элитный,1,'более 1 000'
15.39,6.09,261.73,E,41657,99.48,1475.66,1,3500,10000,'Центр города',1,0,3.24,439.84,'более 20 000','Очень высокий',2,'около 100'
15.39,6.09,261.73,E,41657,99.48,1475.66,1,1500,500,'Центр города',1,0,2.3,202.32,'около 500','Очень высокий',2,'более 100'
16.85,8.11,333.49,E,51239,79.67,746.73,3.34,2973.47,100000,'Фешенебельный район',2,0,16.68,653.62,'более 100 000',Элитный,4,'около 5 000'
16.85,8.11,333.49,E,51239,79.67,746.73,3.34,1339,10000,'Центр города',1,0,10.66,422.93,'более 20 000',Элитный,4,'около 10 000'
16.85,8.11,333.49,E,51239,79.67,746.73,3.34,1000,10000,'Фешенебельный район',4,0,6.92,357.48,'более 1 000',Элитный,4,'около 500'
16.85,8.11,333.49,E,51239,79.67,746.73,3.34,900,1000,'Спальный район',3,0,6.15,9.5,'около 500',Элитный,4,'более 100'
31.87,11.17,387.83,E,161910,93.48,2531.5,1,2990,10000,'Фешенебельный район',1,0.59,12.23,443.25,'около 5 000',Элитный,6,'около 5 000'
31.87,11.17,387.83,E,161910,93.48,2531.5,1,5500,10000,'Центр города',1,0,3.24,403.03,'более 20 000',Нормальный,6,'более 100'
31.87,11.17,387.83,E,161910,93.48,2531.5,1,4500,10000,'Центр города',2,0,9.8,254.39,'около 5 000',Элитный,6,'более 100'
31.87,11.17,387.83,E,161910,93.48,2531.5,1,2200,10000,'Центр города',1,0,6.12,369.79,'более 10 000',Элитный,6,'около 5 000'
31.87,11.17,387.83,E,161910,93.48,2531.5,1,835,10000,'Центр города',4,0,1,360.97,'более 10 000',Высокий,6,'около 500'
7.32,3.79,237.5,E,5273,72.33,188.45,1.06,800,10000,'Центр города',1,2.79,8.98,618.21,'около 50 000','Очень высокий',2,'более 1 000'
7.32,3.79,237.5,E,5273,72.33,188.45,1.06,900,10000,'Центр города',2,0,5.74,622.87,'около 50 000',Нормальный,2,'менее 50'
9.45,5.84,220.53,E,20049,90.76,513.43,1,1500,100000,'Фешенебельный район',1,0,6.09,483.84,'более 20 000',Элитный,2,'более 1 000'
17.53,6.04,300.08,E,27448,98.29,1705,1,1630,1000,'Центр города',2,0,2.14,132.52,'около 1 000','Очень высокий',1,'более 100'
9.44,5.57,224.4,E,15941,99.22,738.21,1,628,500,'Центр города',1,0,7.45,199.22,'более 200',Элитный,1,'более 100'
14.89,4.1,242.55,E,6048,85.47,483.86,3.24,2000,100000,'Центр города',1,0,13.45,544.85,'более 200 000',Элитный,1,'около 1 000'
11.13,7.83,428.9,B,47713,0,341.33,1.77,1565.47,100000,'Фешенебельный район',2,5.05,16.67,588.62,'более 100 000',Элитный,4,'около 1 000'
11.13,7.83,428.9,B,47713,0,341.33,1.77,1000,100000,'Спальный район',1,3.73,15.19,613.71,'около 500 000','Очень высокий',4,'около 50 000'
11.13,7.83,428.9,B,47713,0,341.33,1.77,800,100000,'Центр города',2,3.49,9.04,495.59,'более 200 000','Очень высокий',4,'около 5 000'
23.07,5.5,410.32,D,5625,25.67,408.4,5.53,2222,100000,'Фешенебельный район',1,3.08,15.59,650.98,'более 100 000',Элитный,4,'более 1 000'
23.07,5.5,410.32,D,5625,25.67,408.4,5.53,900,100000,'Фешенебельный район',5,0,7.74,634.71,'около 100 000',Элитный,4,'более 1 000'
23.07,5.5,410.32,D,5625,25.67,408.4,5.53,800,100000,'Фешенебельный район',1,0,7.87,428.14,'более 10 000',Элитный,4,'около 1 000'
23.07,5.5,410.32,D,5625,25.67,408.4,5.53,505,10000,'Фешенебельный район',1,0,6.32,350.24,'около 1 000',Элитный,4,'более 100'
23.33,5.17,324.21,D,39489,15.91,1058.78,6.61,5141.74,100000,'Фешенебельный район',3,4.59,16.68,628.36,'более 100 000',Элитный,6,'около 5 000'
23.33,5.17,324.21,D,39489,15.91,1058.78,6.61,2000,10000,'Центр города',1,0,3.2,426.33,'более 20 000','Очень высокий',6,'менее 50'
23.33,5.17,324.21,D,39489,15.91,1058.78,6.61,975.82,100000,'Центр города',2,0,8.05,496.38,'более 200 000',Высокий,6,'более 20 000'
23.33,5.17,324.21,D,39489,15.91,1058.78,6.61,1300,100000,'Фешенебельный район',3,2.26,9.94,321.83,'около 10 000',Элитный,6,'около 5 000'
