@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
12.5,5.84,266.25,E,8836,99.46,852.06,1,5055,10000,'Центр города',1,0.59,16.88,50,651.57,50000,Высокий,1
19.51,7.43,280.72,E,59361,99.93,1073.63,1,5750,10000,'Центр города',1,0.59,16.88,50,645.72,100000,Нормальный,1
24.09,6.5,389.39,E,88380,98.3,951.49,1,2700,100000,'Фешенебельный район',5,0,13.71,1000,538.92,50000,Элитный,1
31.87,11.17,387.83,E,239267,98.68,1861.51,1,9000,10000,'Центр города',1,0.59,17.1,50,515.09,50000,Высокий,6
31.87,11.17,387.83,E,239267,98.68,1861.51,1,12000,10000,'Фешенебельный район',1,0.59,16.99,50,443.25,5000,Элитный,6
31.87,11.17,387.83,E,239267,98.68,1861.51,1,5200,10000,'Центр города',1,0,4.1,50,403.03,20000,Нормальный,6
31.87,11.17,387.83,E,239267,98.68,1861.51,1,4900,10000,'Центр города',2,0,13.55,1000,254.39,5000,Элитный,6
31.87,11.17,387.83,E,239267,98.68,1861.51,1,8000,10000,'Фешенебельный район',1,3.28,18.93,1000,359.97,2000,Элитный,6
31.87,11.17,387.83,E,239267,98.68,1861.51,1,2800,10000,'Центр города',1,0,4.32,100,369.79,10000,Элитный,6
7.32,3.79,237.5,E,8757,99.7,445.17,1,1900,10000,'Центр города',2,0,7.67,50,622.87,50000,Нормальный,1
17.53,6.04,300.08,'',98109,100,493.83,1,1350.61,100000,'Фешенебельный район',1,0,24.36,3000,457.65,20000,Элитный,0
14.89,4.1,242.55,E,18269,96.03,467.22,1,2066,100000,'Центр города',1,0,17.12,500,544.85,200000,Элитный,1
11.13,7.83,428.9,'',228676,100,134.96,1,562.75,100000,'Фешенебельный район',2,5.05,24.36,3000,588.62,100000,Элитный,0
23.07,5.5,410.32,E,22004,99.96,1130.54,1,4600,10000,'Фешенебельный район',1,0,8.8,50,350.24,1000,Элитный,1
23.33,5.17,324.21,E,149182,99.85,1213.5,1,3200,10000,'Центр города',1,0,4.77,200,426.33,20000,'Очень высокий',1
