@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
23.33,5.17,324.21,E,39501,98.72,4468.15,1,29784.67,100000,'Фешенебельный район',2,0,41.24,500,645.17,100000,Элитный,1
26.65,8.52,456.65,E,67516,98.61,5725.96,1,35791.25,100000,'Фешенебельный район',2,0,41.23,1000,575.55,100000,Элитный,1
33.11,6.85,380.03,E,21387,99.77,6309.43,1,18000,100000,'Фешенебельный район',4,2.6,21.4,50,549.66,50000,Элитный,1
21.94,6.7,374.03,E,34010,98.81,4584.82,1,30678.24,100000,'Фешенебельный район',2,0,41.23,500,601.56,100000,Элитный,1
24.73,4.68,308.59,E,21401,99.75,4447.15,1,4500,1000,'Спальный район',2,0,3.16,50,36.82,500,Элитный,1
24.81,4.79,375.45,E,19982,98.71,4271.19,1,30678.22,100000,'Фешенебельный район',2,0,41.23,500,599.94,100000,Элитный,1
25.77,5.9,383.71,E,21412,99.52,4349.24,1,32500,10000,'Фешенебельный район',8,0,17.26,50,548.94,5000,'Очень высокий',2
25.77,5.9,383.71,E,21412,99.52,4349.24,1,13867.46,10000,'Фешенебельный район',2,0,12.84,100,434.14,2000,Элитный,2
24.49,5.3,327.63,E,20674,98.8,4469.6,1,32502.07,100000,'Фешенебельный район',2,0.26,41.24,200,592.54,100000,Элитный,1
25.04,7.31,1434.5,E,25652,99.99,4451.97,1,13332.67,10000,'Центр города',2,0,7.28,50,175.3,3000,Элитный,1
23.89,7.7,947.88,E,37346,99.98,3812.23,1,25000,100000,'Центр города',2,2.49,21.4,50,528.36,500000,'Очень высокий',2
23.89,7.7,947.88,E,37346,99.98,3812.23,1,18500,100000,'Фешенебельный район',8,0,18.43,50,324.99,10000,Элитный,2
35.1,7.34,1114.59,E,76028,99.8,7260.86,1,25000,100000,'Центр города',3,3.07,21.4,100,603.3,1000000,Низкий,1
28.86,6.5,396.58,E,11736,98.5,6200.79,1,47540.72,100000,'Фешенебельный район',2,0,41.24,100,594.82,50000,Элитный,1
36.55,8.17,486.2,E,402780,98.73,9150.81,1,33055.69,100000,'Центр города',2,0,41.24,5000,436.02,500000,'Очень высокий',3
36.55,8.17,486.2,E,402780,98.73,9150.81,1,8424.08,10000,'Центр города',1,0,14.59,50,145.09,5000,Элитный,3
36.55,8.17,486.2,E,402780,98.73,9150.81,1,6000,1000,'Центр города',2,0.01,3.05,200,3.76,1000,'Очень высокий',3
17.05,9.25,331.7,E,126911,99.84,2947.3,1,4500,10000,'Центр города',1,0,2.46,200,199.77,5000,Элитный,1
20.05,7.35,404.84,E,83645,99.99,2862.34,1,16200,100000,'Фешенебельный район',4,0,8.93,50,391.14,20000,Элитный,1
39.69,7.83,1612.96,E,215574,96.48,10371.91,1,48000,100000,'Центр города',1,3.96,29.2,5000,511.15,500000,'Очень высокий',2
39.69,7.83,1612.96,E,215574,96.48,10371.91,1,26000,100000,'Фешенебельный район',2,2.5,21.53,2000,553.15,100000,Элитный,2
33.1,7.99,1410,E,38908,99.81,5654.34,1,15000,100000,'Центр города',7,0,11.21,50,417.1,100000,Высокий,1
35.35,7.43,1208.9,E,58571,99.07,7887.63,1,27000,100000,'Центр города',2,2.8,21.4,500,558.03,500000,Нормальный,2
35.35,7.43,1208.9,E,58571,99.07,7887.63,1,22222,10000,'Центр города',2,3.86,13.4,100,402.3,20000,'Очень высокий',2
20.11,7.94,377.59,E,72445,98.72,4885.54,1,32560.66,100000,'Фешенебельный район',2,0,41.24,1000,617.2,100000,Элитный,1
25.47,5.7,270,E,33300,99.92,4568.98,1,5500,10000,'Центр города',2,0,14.59,50,290.06,5000,Высокий,1
28.05,8.22,1425,E,11802,92.8,6194.71,1,12711.94,10000,'Центр города',1,0,12.84,1000,472.27,20000,Элитный,1
20.11,6.3,431.36,'',32600,100,4085.43,1,12000,1000,'Центр города',1,0,2.15,50,44.37,500,Элитный,0
