@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,51593,88.31,473.65,1.59,440,10000,'Центр города',1,0,1.27,1000,162.34,2000,'Очень высокий',4
20.39,5.51,274,E,51593,88.31,473.65,1.59,389,100000,'Спальный район',4,0,7.98,5000,189.79,10000,Нормальный,4
20.39,5.51,274,E,51593,88.31,473.65,1.59,1100,100000,'Центр города',1,0,3.61,100,223.3,10000,Элитный,4
20.39,5.51,274,E,51593,88.31,473.65,1.59,430,1000,'Центр города',4,0,1.16,100,169.79,1000,Высокий,4
12.5,5.84,266.25,E,16344,92.38,436.21,1,605,1000,'Центр города',1,0,1.97,500,311.24,1000,Элитный,2
19.02,4.74,243.68,E,26942,88.12,353.8,5.67,650,1000,'Центр города',1,2.69,10.74,1000,417.99,2000,'Очень высокий',3
19.02,4.74,243.68,E,26942,88.12,353.8,5.67,650,10000,'Центр города',2,0,2.57,50,531.78,20000,Высокий,3
19.02,4.74,243.68,E,26942,88.12,353.8,5.67,159,10000,'Центр города',2,0,7.94,2000,462.85,10000,Элитный,3
14.84,6.04,323.95,E,25938,82.99,354.38,5.59,354.03,10000,'Центр города',5,0,7.46,3000,585.04,50000,Низкий,3
14.84,6.04,323.95,E,25938,82.99,354.38,5.59,300,10000,'Центр города',2,0,4.9,1000,398.51,10000,Элитный,3
14.84,6.04,323.95,E,25938,82.99,354.38,5.59,271,500,'Центр города',1,0,3.09,50,178.29,100,Нормальный,3
13.47,4.2,180.05,E,26248,77.5,228.38,4.08,500,10000,'Центр города',2,0,7.46,2000,444.07,10000,Элитный,2
13.47,4.2,180.05,E,26248,77.5,228.38,4.08,300,10000,'Центр города',2,0,7.23,5000,304.01,5000,Элитный,2
8.42,8.02,272.66,E,103263,99.97,214.15,1,193,1000,'Центр города',3,0,1.33,50,163.98,500,Высокий,1
