@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,85405,81.12,348.93,3.88,800,10000,'Центр города',3,0,13.41,10000,436.97,10000,'Очень высокий',1
19.02,4.74,243.68,E,33518,90.72,368.02,1.81,1000,10000,'Центр города',3,0,20.16,2000,406.42,10000,'Очень высокий',5
19.02,4.74,243.68,E,33518,90.72,368.02,1.81,1500,10000,'Центр города',1,0,17.98,50,496.92,10000,Элитный,5
19.02,4.74,243.68,E,33518,90.72,368.02,1.81,360,1000,'Центр города',1,0,2.5,500,67.31,500,Элитный,5
19.02,4.74,243.68,E,33518,90.72,368.02,1.81,459,500,'Фешенебельный район',2,0,3.35,50,55.81,50,Элитный,5
19.02,4.74,243.68,E,33518,90.72,368.02,1.81,420,10000,Пригород,3,0,1,200,289.35,1000,Элитный,5
14.84,6.04,323.95,E,41032,98.78,354.92,1,589.14,10000,'Центр города',3,0,31.94,500,414.46,10000,Элитный,2
14.84,6.04,323.95,E,41032,98.78,354.92,1,292.77,100,'Центр города',1,0,13.73,50,78.5,50,Низкий,2
13.47,4.2,180.05,E,27457,98.19,358.4,1,298.87,1000,'Центр города',1,0,2.52,500,51.67,500,Элитный,1
8.42,8.02,272.66,E,76382,98.97,345.83,1,420,10000,'Фешенебельный район',8,0,2.13,1000,481.9,5000,Элитный,2
8.42,8.02,272.66,E,76382,98.97,345.83,1,850,1000,'Центр города',3,0,14.23,50,163.98,500,Высокий,2
10.99,3.9,197.94,E,44342,99.77,335.69,1,800,10000,'Центр города',4,0,18.74,100,528.15,20000,'Очень низкий',1
19.51,7.43,280.72,E,74122,83.9,356.15,4,515,10000,'Центр города',2,3.97,10.91,10000,542.89,20000,Высокий,2
19.51,7.43,280.72,E,74122,83.9,356.15,4,545,10000,'Центр города',7,0,7.18,1000,345.78,5000,'Очень высокий',2
17.47,6.07,325.43,E,121628,87.91,352.99,4.04,330,100000,'Центр города',6,3.23,11.99,10000,482.59,100000,Нормальный,4
17.47,6.07,325.43,E,121628,87.91,352.99,4.04,351,10000,'Фешенебельный район',3,1.6,16.3,2000,345.82,1000,Элитный,4
17.47,6.07,325.43,E,121628,87.91,352.99,4.04,600,10000,'Центр города',1,0,6.21,200,229.48,5000,Элитный,4
17.47,6.07,325.43,E,121628,87.91,352.99,4.04,258.41,10000,'Спальный район',3,1.34,13.34,500,325.91,5000,Элитный,4
16.85,8.11,333.49,E,242905,95.72,356.3,1,1155,100000,'Центр города',1,2.22,18.64,1000,291.79,50000,Элитный,5
16.85,8.11,333.49,E,242905,95.72,356.3,1,759,10000,'Спальный район',4,0,12.56,2000,411.62,10000,Высокий,5
16.85,8.11,333.49,E,242905,95.72,356.3,1,343,100,Пригород,1,0,16.14,200,114.76,50,Высокий,5
16.85,8.11,333.49,E,242905,95.72,356.3,1,750,100000,'Центр города',5,0,19.47,5000,185.73,10000,Элитный,5
31.87,11.17,387.83,E,353435,89.57,1337.69,1.29,705,10000,'Центр города',3,3.97,12.21,10000,362.17,10000,Высокий,5
31.87,11.17,387.83,E,353435,89.57,1337.69,1.29,4590,10000,'Фешенебельный район',1,0,19.1,1000,464.42,5000,Элитный,5
31.87,11.17,387.83,E,353435,89.57,1337.69,1.29,2700,10000,'Центр города',3,0,19.9,10000,266.12,10000,Элитный,5
31.87,11.17,387.83,E,353435,89.57,1337.69,1.29,1500,10000,'Центр города',4,2.09,16.3,10000,210.04,5000,'Очень высокий',5
7.32,3.79,237.5,E,14056,99.25,313.35,1,310,10000,'Центр города',8,0,1,300,188.26,1000,'Очень высокий',1
17.53,6.04,300.08,E,132705,99.88,358.51,1,355,100,'Спальный район',1,0,16.24,100,111.29,100,Низкий,1
14.89,4.1,242.55,'',26285,100,318.98,1,300,1000,'Центр города',1,0,1,100,208.22,1000,'Очень высокий',0
11.13,7.83,428.9,E,80123,99.98,364.25,1,610,500,'Центр города',2,0,3.57,50,0,200,'Очень высокий',1
23.07,5.5,410.32,E,29196,79.45,353.89,3.89,296,100000,'Фешенебельный район',4,2.01,16.3,5000,441.64,10000,Элитный,3
23.07,5.5,410.32,E,29196,79.45,353.89,3.89,273,1000,'Фешенебельный район',1,2.01,16.67,1000,307.75,100,Элитный,3
23.33,5.17,324.21,E,194473,90.93,357.95,3.28,970,100000,'Центр города',3,2.92,12.06,10000,434.49,100000,Высокий,2
23.33,5.17,324.21,E,194473,90.93,357.95,3.28,442,1000,'Фешенебельный район',2,1.9,16.19,2000,35.44,100,Элитный,2
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,900,100000,'Центр города',2,2.63,29.97,20000,405.4,100000,Элитный,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,565,100000,'Центр города',5,2.82,12.71,5000,447.19,200000,Высокий,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,879,100000,'Центр города',1,2.61,19.8,5000,490.97,200000,Элитный,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,500,100000,'Центр города',3,2.23,21.39,10000,495.75,200000,Высокий,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,609,100000,'Центр города',4,4.27,21.04,10000,434.8,200000,Высокий,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,503.98,500,'Спальный район',1,0,4.75,50,29.79,200,Элитный,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,265,100000,'Центр города',7,0,13.34,5000,387.12,100000,Высокий,8
26.65,8.52,456.65,E,345079,82.86,356.38,3.9,400,10000,'Центр города',4,0,2.23,50,140.39,2000,Элитный,8
33.11,6.85,380.03,E,102253,84.55,458.85,3.67,1300,10000,'Центр города',1,0,17.61,10000,471.96,20000,Элитный,5
33.11,6.85,380.03,E,102253,84.55,458.85,3.67,921.69,1000,'Центр города',1,0.01,19.9,100,313.93,2000,'Очень высокий',5
33.11,6.85,380.03,E,102253,84.55,458.85,3.67,666,10000,'Центр города',1,0.61,3.62,100,306.2,5000,Элитный,5
