@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,65354,77.05,353.6,7.06,670,100000,'Центр города',2,3.66,21.61,10000,487.21,100000,Высокий,1
12.5,5.84,266.25,E,9210,99.46,773.68,1,800,10000,'Центр города',2,0,2.18,50,354.68,5000,Высокий,1
19.02,4.74,243.68,E,23648,97.01,945.86,1,1599,10000,'Центр города',5,0,23.38,500,426.85,10000,'Очень высокий',3
19.02,4.74,243.68,E,23648,97.01,945.86,1,875,500,'Фешенебельный район',2,0,8.71,50,55.81,50,Элитный,3
19.02,4.74,243.68,E,23648,97.01,945.86,1,800,1000,'Центр города',1,0,2.18,200,138.04,500,'Очень высокий',3
14.84,6.04,323.95,E,24985,81.99,403.39,7.9,515,100000,'Центр города',5,3.41,21.64,5000,545.55,200000,Нормальный,1
13.47,4.2,180.05,E,13909,99.82,695.53,1,1600,500,'Фешенебельный район',1,0,19.25,50,185.92,50,'Очень высокий',1
8.42,8.02,272.66,E,37737,98.9,521.1,1,550,10000,'Фешенебельный район',8,0,1.01,500,481.9,5000,Элитный,1
10.99,3.9,197.94,E,26509,75.22,112.74,2.44,340,10000,'Центр города',2,2.67,21.74,5000,534.09,20000,Нормальный,2
10.99,3.9,197.94,E,26509,75.22,112.74,2.44,360,10000,'Центр города',1,0,8.79,50,374.9,10000,Элитный,2
19.51,7.43,280.72,E,53561,90.85,353.05,4.26,500,10000,'Центр города',3,0,8.25,5000,487.38,20000,Нормальный,2
19.51,7.43,280.72,E,53561,90.85,353.05,4.26,330,1000,'Фешенебельный район',2,1.57,8.71,50,154.85,100,Элитный,2
17.47,6.07,325.43,E,92903,69.97,222.8,5.31,500,100000,'Центр города',2,4.61,24.06,10000,474.15,100000,Элитный,5
17.47,6.07,325.43,E,92903,69.97,222.8,5.31,480,100000,'Центр города',6,3.41,21.38,10000,482.59,100000,Нормальный,5
17.47,6.07,325.43,E,92903,69.97,222.8,5.31,500,100000,'Фешенебельный район',5,0.15,9.58,50,526.79,50000,Элитный,5
24.09,6.5,389.39,E,58024,99.71,1073.19,1,2250,100000,'Фешенебельный район',5,0,9.58,5000,538.92,50000,Элитный,1
15.39,6.09,261.73,E,108945,90.73,523.46,1,1000,100000,'Спальный район',1,3.96,21.95,10000,675.36,1000000,Высокий,2
15.39,6.09,261.73,E,108945,90.73,523.46,1,929,1000,'Центр города',1,0,8.46,200,79.41,500,Элитный,2
16.85,8.11,333.49,E,177973,85.48,466.17,6.94,1034,100000,'Центр города',2,4.27,21.61,20000,413.49,100000,'Очень высокий',3
16.85,8.11,333.49,E,177973,85.48,466.17,6.94,852,100000,'Центр города',5,1.23,14.94,2000,185.73,10000,Элитный,3
16.85,8.11,333.49,E,177973,85.48,466.17,6.94,51.93,1000,'Центр города',1,0,8.46,100,55.75,500,Элитный,3
31.87,11.17,387.83,E,316308,84.55,493.68,10.04,665,10000,'Центр города',4,2.67,21.5,50000,371.32,10000,Высокий,3
31.87,11.17,387.83,E,316308,84.55,493.68,10.04,775,10000,'Центр города',5,0.21,20,10000,237.64,5000,'Очень высокий',3
31.87,11.17,387.83,E,316308,84.55,493.68,10.04,250,10000,'Центр города',2,1.57,8.71,5000,371.22,20000,Низкий,3
31.87,11.17,387.83,E,316308,84.55,493.68,10.04,890,10000,'Центр города',4,1.24,14.8,500,268.72,10000,'Очень высокий',3
7.73,3.8,224.15,E,7859,91.73,375.04,1,632.02,10000,'Центр города',1,0,4.56,500,602.79,50000,'Очень высокий',2
7.73,3.8,224.15,E,7859,91.73,375.04,1,325,1000,'Центр города',1,0,5.98,300,70.41,500,Элитный,2
7.32,3.79,237.5,E,9071,66.56,159.15,3.32,450,10000,'Центр города',3,2.43,14.81,2000,314.44,5000,Элитный,1
17.53,6.04,300.08,E,83532,96.77,539.3,1,1100,10000,'Центр города',3,0.32,11.83,500,331.13,10000,Элитный,2
17.53,6.04,300.08,E,83532,96.77,539.3,1,680,100000,'Центр города',1,0,20.7,2000,254.75,20000,Элитный,2
14.89,4.1,242.55,E,18485,98.92,441.7,1,1000,100000,'Центр города',2,0.71,11.83,5000,525.6,100000,'Очень высокий',1
14.89,4.1,242.55,E,18485,98.92,441.7,1,221.5,10000,'Центр города',1,0,2.18,200,200.42,2000,'Очень высокий',1
11.13,7.83,428.9,E,41220,89.33,356.1,2.31,500,100000,'Центр города',2,0,8.27,5000,451.4,200000,'Очень высокий',2
11.13,7.83,428.9,E,41220,89.33,356.1,2.31,350,1000,'Спальный район',1,0,7.47,500,24.83,200,Элитный,2
23.07,5.5,410.32,D,18726,23.83,398.78,4.42,581,10000,'Центр города',1,2.42,19.09,20000,649.34,50000,'Очень высокий',2
23.07,5.5,410.32,D,18726,23.83,398.78,4.42,980,10000,'Центр города',1,0,20.77,100,424.04,10000,'Очень высокий',2
23.33,5.17,324.21,E,151658,69.71,220.66,4.73,753.82,100000,'Центр города',2,0.27,25.73,10000,504.02,500000,'Очень высокий',5
23.33,5.17,324.21,E,151658,69.71,220.66,4.73,720,100000,'Центр города',2,4.27,21.51,10000,500.65,500000,Высокий,5
23.33,5.17,324.21,E,151658,69.71,220.66,4.73,700,100000,'Центр города',2,4.23,21.75,10000,537.54,500000,Высокий,5
23.33,5.17,324.21,E,151658,69.71,220.66,4.73,746,100000,'Центр города',4,1.68,14.81,50,123.51,5000,Высокий,5
23.33,5.17,324.21,E,151658,69.71,220.66,4.73,358,500,'Спальный район',1,0,8.42,50,41.75,100,Элитный,5
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,786.09,100000,'Центр города',2,3.93,25.73,50000,522.77,500000,Высокий,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,690,100000,'Центр города',5,4.27,21.5,50000,447.19,200000,Высокий,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,800,100000,'Центр города',3,4.23,19.22,10000,495.75,200000,Высокий,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,756,100000,'Центр города',3,1.68,14.81,200,208.13,20000,Элитный,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,366.35,500,'Спальный район',1,0,8.43,100,37.7,100,Элитный,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,280,10000,'Центр города',5,0,13.54,2000,186.38,5000,Элитный,7
26.65,8.52,456.65,E,295208,66.71,233.46,5.09,232,10000,'Центр города',8,0,1.24,50,239.82,5000,'Очень высокий',7
33.11,6.85,380.03,E,71125,90.15,414.82,1.65,1735,10000,'Фешенебельный район',1,0,14.66,50,164.95,500,'Очень высокий',5
33.11,6.85,380.03,E,71125,90.15,414.82,1.65,450,1000,'Центр города',1,0,8.71,500,21.78,500,'Очень высокий',5
33.11,6.85,380.03,E,71125,90.15,414.82,1.65,1000,1000,Пригород,7,0,8.89,50,63.87,100,'Очень высокий',5
21.94,6.7,374.03,E,129395,76.04,356.2,6.61,600,100000,'Центр города',2,2.96,24.06,20000,443.88,100000,Элитный,2
24.73,4.68,308.59,E,71076,97.86,352.82,1,800,100000,'Центр города',1,0.86,9.36,1000,233.46,10000,Элитный,2
24.73,4.68,308.59,E,71076,97.86,352.82,1,428.67,500,'Центр города',1,0.38,4.52,50,53.73,100,Элитный,2
24.81,4.79,375.45,E,76688,70.92,222.26,4.43,625,100000,'Центр города',6,4.27,21.64,20000,485.85,100000,Высокий,1
25.77,5.9,383.71,E,71499,92.41,867.25,1,1504.53,10000,'Центр города',1,0,9.34,5000,623.25,50000,Высокий,2
26.38,5.08,323.88,E,43861,99.82,1172.83,1,1150,500,Пригород,1,0,8.57,100,2.14,50,Элитный,1
24.49,5.3,327.63,E,68442,91.23,406.23,1,1259,100000,'Фешенебельный район',5,0,23.38,5000,488.88,50000,Элитный,2
24.49,5.3,327.63,E,68442,91.23,406.23,1,700,100000,'Центр города',3,0,21.95,2000,481.57,100000,'Очень высокий',2
27.52,5.73,330.2,E,58441,91.37,871.2,1.6,2700,100000,'Центр города',1,0,11.21,5000,480.44,200000,Элитный,3
27.52,5.73,330.2,E,58441,91.37,871.2,1.6,1300,100000,'Центр города',7,0,8.46,1000,424.25,100000,'Очень низкий',3
27.52,5.73,330.2,E,58441,91.37,871.2,1.6,1050,10000,'Центр города',3,0,3.9,500,46.8,1000,'Очень высокий',3
15.33,6.31,324.9,E,150827,74.68,355.05,7.2,660,100000,'Центр города',2,4.12,21.45,50000,418.24,100000,'Очень высокий',3
22.49,8.02,329.18,E,161654,89.92,355.28,4.25,900,100000,'Центр города',1,0,24.06,10000,414.87,100000,Элитный,6
22.49,8.02,329.18,E,161654,89.92,355.28,4.25,500,10000,'Центр города',3,0,8.25,5000,414.69,10000,Высокий,6
22.49,8.02,329.18,E,161654,89.92,355.28,4.25,397.76,1000,'Центр города',1,0,7.47,200,19.32,500,Элитный,6
22.49,8.02,329.18,E,161654,89.92,355.28,4.25,375.38,500,'Центр города',3,0,7.85,50,53.06,100,'Очень высокий',6
22.49,8.02,329.18,E,161654,89.92,355.28,4.25,579.99,500,'Центр города',2,0,13.58,100,182.34,500,Низкий,6
15.89,8.62,439.9,E,112121,91.08,354.59,1,800,100000,'Центр города',1,0,24.06,10000,426.23,100000,Элитный,1
25.62,7.03,1073.98,E,74876,99.87,1046.78,1,776.92,500,'Спальный район',1,0,4.52,100,42.06,100,Элитный,1
26.77,7.39,928.54,E,75261,90.59,444.5,7.32,1200,100000,'Центр города',1,0,21.95,5000,534.81,300000,Элитный,4
26.77,7.39,928.54,E,75261,90.59,444.5,7.32,675,1000,'Центр города',2,0,10.41,100,211.94,1000,'Очень высокий',4
26.77,7.39,928.54,E,75261,90.59,444.5,7.32,423.65,1000,'Спальный район',1,0,4.84,50,29.74,100,Элитный,4
26.77,7.39,928.54,E,75261,90.59,444.5,7.32,700,10000,'Центр города',1,0,12.27,100,116.15,1000,Элитный,4
3.86,3.06,57.74,E,12633,98.42,352.27,1,600,100000,'Центр города',3,1.59,14.81,200,488.75,100000,Нормальный,1
13.8,3.48,170.38,E,402674,87.3,338.31,6.57,1000,100000,'Центр города',2,4.91,21.39,50000,370.2,100000,Элитный,6
13.8,3.48,170.38,E,402674,87.3,338.31,6.57,780,100000,'Фешенебельный район',5,0.2,12.97,5000,366.15,10000,Элитный,6
13.8,3.48,170.38,E,402674,87.3,338.31,6.57,420,100000,'Спальный район',2,0,11.26,5000,348.83,50000,Элитный,6
13.8,3.48,170.38,E,402674,87.3,338.31,6.57,450,500,'Спальный район',1,0,6.24,50,76.38,200,'Очень высокий',6
5.25,6.14,342,E,10650,97.35,436.78,1,600,10000,'Центр города',2,0,4.56,200,315.99,10000,'Очень высокий',2
5.25,6.14,342,E,10650,97.35,436.78,1,367.89,1000,'Центр города',1,0,4.52,50,36.59,500,Элитный,2
10.59,6.11,313.38,E,37955,92.59,385.04,1,1000,10000,'Центр города',1,1.3,11.79,5000,330.64,10000,Элитный,2
10.59,6.11,313.38,E,37955,92.59,385.04,1,423.98,500,'Центр города',1,0,4.52,50,33.19,100,Элитный,2
12.02,5.76,276.93,E,41652,70.37,293.83,5.68,500,100000,'Центр города',1,0,8.29,10000,460.12,100000,'Очень высокий',2
12.02,5.76,276.93,E,41652,70.37,293.83,5.68,354.89,500,'Центр города',1,0,5.19,50,37.15,100,Элитный,2
16.51,6.23,333.09,E,80630,99.86,549.92,1,439.98,500,'Центр города',1,0,4.52,100,51.22,100,Элитный,3
5.29,6.3,297.83,E,14092,97.94,403.28,1,1100,10000,'Центр города',4,1.3,11.83,500,209.43,5000,Элитный,2
