@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
12.5,5.84,266.25,E,3809,94.78,8090.2,1,40444,10000,'Центр города',1,0,11.44,200,651.57,50000,Высокий,1
19.02,4.74,243.68,E,3984,91.94,12665.84,1.3,44444,10000,'Фешенебельный район',2,0,12.09,500,613.81,10000,Элитный,1
19.51,7.43,280.72,E,9673,84.28,14669.84,2.05,50000,10000,'Центр города',1,0,11.6,500,645.72,100000,Нормальный,2
19.51,7.43,280.72,E,9673,84.28,14669.84,2.05,40000,10000,'Центр города',1,0,10.65,1000,463.64,20000,Элитный,2
17.47,6.07,325.43,E,14078,95.74,22131.95,1,37500,100000,'Фешенебельный район',5,0,5.66,200,520.76,50000,Элитный,2
17.47,6.07,325.43,E,14078,95.74,22131.95,1,20000,10000,'Центр города',1,0,8.1,500,469.03,20000,Элитный,2
24.09,6.5,389.39,E,10587,94.71,39107.2,1,36000,100000,'Фешенебельный район',5,0,3.03,500,538.92,50000,Элитный,2
24.09,6.5,389.39,E,10587,94.71,39107.2,1,32500,100000,'Фешенебельный район',5,0,4.28,100,541.39,50000,Элитный,2
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,55000,10000,'Центр города',1,0,12.15,1000,515.09,50000,Высокий,6
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,70000,10000,'Центр города',2,0,9.03,50,254.39,5000,Элитный,6
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,36000,10000,'Центр города',3,0,14.48,1000,370.59,10000,'Очень высокий',6
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,28000,10000,'Центр города',1,0,6.53,5000,369.79,10000,Элитный,6
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,38000,10000,'Центр города',1,1.52,8.57,3000,363.69,10000,Элитный,6
31.87,11.17,387.83,E,47912,85.04,18796.23,2.06,38000,10000,'Центр города',8,1.52,8.57,500,349.22,10000,Низкий,6
7.32,3.79,237.5,E,2836,99.79,7363.55,1,22000,10000,'Центр города',2,0,1.05,50,622.87,50000,Нормальный,1
11.13,7.83,428.9,E,18621,96.61,7389.48,1,40444,100000,'Центр города',1,0,12.64,100,684.39,2000000,Низкий,2
23.07,5.5,410.32,E,2929,55.99,17219.58,2.31,60500,100000,'Фешенебельный район',5,0,7.65,500,634.71,100000,Элитный,2
23.33,5.17,324.21,E,19899,73.62,19562.7,1.61,17000,100000,'Центр города',1,4.27,14.88,5000,445.03,100000,Высокий,1
26.65,8.52,456.65,D,34290,18.53,24481.82,3.16,35000,100000,'Фешенебельный район',1,0,11.46,5000,523.94,50000,Элитный,2
26.65,8.52,456.65,D,34290,18.53,24481.82,3.16,9550,10000,'Центр города',1,4.27,14.88,1000,414.97,20000,Элитный,2
33.11,6.85,380.03,D,10698,24.72,30630.75,4.15,40000,10000,'Центр города',1,0.7,7.6,10000,511.5,20000,Элитный,3
33.11,6.85,380.03,D,10698,24.72,30630.75,4.15,44000,500,'Центр города',1,0.11,7.09,50,59.42,100,Элитный,3
33.11,6.85,380.03,D,10698,24.72,30630.75,4.15,37000,1000,Пригород,7,0.7,8,50,63.87,100,'Очень высокий',3
