@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
19.51,7.43,280.72,E,46061,99.87,1332.59,1,6000,10000,'Центр города',1,0.59,15.97,100,645.72,100000,Нормальный,3
19.51,7.43,280.72,E,46061,99.87,1332.59,1,1463,10000,'Центр города',5,0,2.22,50,345.31,5000,'Очень высокий',3
17.47,6.07,325.43,E,60170,99.84,1153.83,1,4500,100000,'Фешенебельный район',5,0,6.42,50,520.76,50000,Элитный,1
24.09,6.5,389.39,E,46662,94.11,1771.88,1,4000,100000,'Фешенебельный район',5,0,12.81,2000,538.92,50000,Элитный,2
24.09,6.5,389.39,E,46662,94.11,1771.88,1,1500,1000,'Центр города',2,0,1,200,154.69,500,Элитный,2
16.85,8.11,333.49,'',129983,100,725.73,1,700,1000,'Спальный район',3,0,3.96,500,9.5,500,Элитный,0
31.87,11.17,387.83,E,221720,91.43,2706.35,1,5900,10000,'Центр города',1,0,4.37,100,403.03,20000,Нормальный,5
31.87,11.17,387.83,E,221720,91.43,2706.35,1,6000,10000,'Центр города',2,0,12.84,1000,254.39,5000,Элитный,5
31.87,11.17,387.83,E,221720,91.43,2706.35,1,5800,10000,'Фешенебельный район',1,3.28,15.98,5000,359.97,2000,Элитный,5
31.87,11.17,387.83,E,221720,91.43,2706.35,1,2500,10000,'Центр города',1,0,1,50,369.79,10000,Элитный,5
31.87,11.17,387.83,E,221720,91.43,2706.35,1,6000,10000,'Центр города',1,3.28,16.47,10000,363.69,10000,Элитный,5
17.53,6.04,300.08,'',69146,100,709.01,1,1859.11,100000,'Фешенебельный район',1,0,20.92,10000,457.65,20000,Элитный,0
14.89,4.1,242.55,E,12887,95.06,606.83,1,2333,100000,'Центр города',1,0,17.49,500,544.85,200000,Элитный,1
11.13,7.83,428.9,'',166038,100,183.66,1,885.29,100000,'Фешенебельный район',2,5.05,20.9,1000,588.62,100000,Элитный,0
23.07,5.5,410.32,E,14625,96.16,1694.92,1,2930,10000,'Фешенебельный район',1,0,6.19,500,350.24,1000,Элитный,1
23.33,5.17,324.21,E,99458,99.98,930.48,1,4500,100000,'Фешенебельный район',3,2.26,12.51,50,321.83,10000,Элитный,2
