@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
20.39,5.51,274,E,41364,87.17,411.13,11.38,3160.41,100000,'Фешенебельный район',3,2.34,42.06,618.3,'около 100 000',Элитный,2,'около 5 000'
20.39,5.51,274,E,41364,87.17,411.13,11.38,236.76,10000,'Центр города',2,0,18.84,473.41,'более 10 000','Очень высокий',2,'более 200'
12.5,5.84,266.25,E,12932,85.76,541.67,1,266.31,10000,'Центр города',1,0,18.83,451.01,'более 10 000',Элитный,3,'около 500'
12.5,5.84,266.25,E,12932,85.76,541.67,1,800,10000,'Центр города',8,0,2.38,567.06,'более 20 000',Низкий,3,'более 200'
12.5,5.84,266.25,E,12932,85.76,541.67,1,400,10000,'Центр города',6,0,1,567.05,'более 20 000',Нормальный,3,'около 500'
19.02,4.74,243.68,E,18269,79.71,393.27,9.06,265.16,10000,'Центр города',1,0,18.81,428.11,'более 10 000',Элитный,3,'около 300'
19.02,4.74,243.68,E,18269,79.71,393.27,9.06,556.44,10000,'Центр города',4,0,12.23,406.71,'около 10 000','Очень высокий',3,'более 2 000'
19.02,4.74,243.68,E,18269,79.71,393.27,9.06,480,10000,'Центр города',3,0,12.8,406.42,'около 10 000','Очень высокий',3,'около 500'
14.84,6.04,323.95,E,17612,82.93,369.73,10.81,725.34,10000,'Центр города',2,0,18.86,400.29,'около 10 000',Элитный,2,'около 500'
14.84,6.04,323.95,E,17612,82.93,369.73,10.81,600,100000,'Фешенебельный район',6,1.56,15.18,198.85,'более 1 000',Элитный,2,'более 2 000'
13.47,4.2,180.05,E,18718,94.66,525.08,1,254.63,10000,'Центр города',1,0,18.84,437.91,'более 10 000',Элитный,1,'около 1 000'
8.42,8.02,272.66,E,48523,97.67,414.8,1,244.13,10000,'Центр города',1,0,18.81,416.9,'более 10 000',Элитный,3,'около 300'
