@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,30625,92.9,1584.53,1,14062.56,100000,'Фешенебельный район',2,1.8,48.33,1000,560.29,50000,Элитный,3
20.39,5.51,274,E,30625,92.9,1584.53,1,4999,1000,'Центр города',1,0,5.1,50,344.36,1000,'Очень высокий',3
20.39,5.51,274,E,30625,92.9,1584.53,1,2500,1000,'Спальный район',4,0,13.89,100,46.83,200,Элитный,3
12.5,5.84,266.25,E,12308,97.97,1197.14,1,3900,10000,'Центр города',1,3.22,32.39,100,452.08,10000,Элитный,2
12.5,5.84,266.25,E,12308,97.97,1197.14,1,1750.88,10000,'Центр города',2,1.02,4.05,100,354.68,5000,Высокий,2
19.02,4.74,243.68,E,18906,87.85,1761.81,2.82,2470,10000,'Центр города',4,0,3.68,1000,406.71,10000,'Очень высокий',3
19.02,4.74,243.68,E,18906,87.85,1761.81,2.82,2800,10000,'Центр города',3,0,8.9,200,406.42,10000,'Очень высокий',3
19.02,4.74,243.68,E,18906,87.85,1761.81,2.82,3700,10000,'Центр города',1,3.22,32.39,300,421.03,10000,Элитный,3
13.47,4.2,180.05,E,19674,99.95,1047.99,1,3800,10000,'Центр города',1,3.22,32.39,50,429.25,10000,Элитный,1
8.42,8.02,272.66,E,28032,99.64,1432.54,1,3700,10000,'Центр города',1,3.22,32.39,100,387.35,10000,Элитный,1
10.99,3.9,197.94,E,24657,97.76,1127.11,1,3400,10000,'Центр города',1,3.22,32.39,50,413.79,10000,Элитный,2
10.99,3.9,197.94,E,24657,97.76,1127.11,1,870,10000,'Центр города',7,0,1.26,500,214.26,2000,Высокий,2
19.51,7.43,280.72,E,39244,91.41,2902.32,1,3195,10000,'Центр города',7,0.06,8.79,2000,345.78,5000,'Очень высокий',3
19.51,7.43,280.72,E,39244,91.41,2902.32,1,3900,10000,'Центр города',1,3.22,32.39,500,367.66,10000,Элитный,3
19.51,7.43,280.72,E,39244,91.41,2902.32,1,870,10000,'Центр города',7,0,1.27,300,194.69,2000,'Очень высокий',3
17.47,6.07,325.43,E,36337,91.73,1569.43,1,10960.68,100000,'Фешенебельный район',1,0,48.28,2000,560.29,100000,Элитный,2
17.47,6.07,325.43,E,36337,91.73,1569.43,1,3800,100000,'Фешенебельный район',5,0,5.34,1000,520.76,50000,Элитный,2
17.47,6.07,325.43,E,36337,91.73,1569.43,1,2750,100000,'Центр города',4,0,1,1000,331.63,50000,Элитный,2
24.09,6.5,389.39,E,41728,82.81,1722.37,2.58,10842.47,100000,'Фешенебельный район',2,0,48.28,2000,594.05,50000,Элитный,4
24.09,6.5,389.39,E,41728,82.81,1722.37,2.58,6500,100000,'Фешенебельный район',5,1.38,29.26,2000,541.39,50000,Элитный,4
