@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
19.02,4.74,243.68,E,3784,98.68,11349,1,25900,10000,'Центр города',4,0,11.78,100,406.71,10000,'Очень высокий',1
17.47,6.07,325.43,E,17490,99.98,7212.98,1,60000,100000,'Фешенебельный район',5,0,21.1,50,520.76,50000,Элитный,1
24.09,6.5,389.39,'',13285,100,11159.33,1,29900,100000,'Центр города',4,0,15.45,100,345.6,50000,Элитный,0
31.87,11.17,387.83,E,47458,92.17,16768.47,1,55000,10000,'Центр города',1,0.39,17.61,1000,415.42,50000,'Очень высокий',6
31.87,11.17,387.83,E,47458,92.17,16768.47,1,57000,10000,'Центр города',1,3.36,19.53,1000,352,10000,Элитный,6
31.87,11.17,387.83,E,47458,92.17,16768.47,1,29900,10000,'Центр города',5,0,11.78,1000,237.64,5000,'Очень высокий',6
31.87,11.17,387.83,E,47458,92.17,16768.47,1,50000,10000,'Центр города',4,5.31,18.66,1000,347.98,10000,Высокий,6
31.87,11.17,387.83,E,47458,92.17,16768.47,1,85000,10000,Окраина,1,0.21,25.7,50,371.32,10000,Элитный,6
31.87,11.17,387.83,E,47458,92.17,16768.47,1,72000,1000,'Центр города',1,0.64,17.5,50,145.66,1000,Элитный,6
9.44,5.57,224.4,E,10311,99.97,2259.63,1,15000,100000,'Фешенебельный район',3,0,10.62,50,506.69,50000,Элитный,1
23.33,5.17,324.21,E,28837,96.34,9332.39,1,57246.3,100000,'Фешенебельный район',2,4.5,37.07,1000,602.13,100000,Элитный,2
23.33,5.17,324.21,E,28837,96.34,9332.39,1,28000,500,'Центр города',1,0.12,8.11,50,76.46,200,Элитный,2
26.65,8.52,456.65,E,50725,96.11,13150.33,1,76980.2,100000,'Фешенебельный район',2,4.5,37.07,2000,570.14,100000,Элитный,2
26.65,8.52,456.65,E,50725,96.11,13150.33,1,22000,10000,'Центр города',1,0,6.73,100,134.88,2000,Элитный,2
33.11,6.85,380.03,E,15313,92.31,7305.71,1,54703.58,100000,'Фешенебельный район',2,4.5,37.07,500,644.67,100000,Элитный,2
33.11,6.85,380.03,E,15313,92.31,7305.71,1,25000,100000,'Фешенебельный район',4,2.6,25.44,500,549.66,50000,Элитный,2
21.94,6.7,374.03,E,26853,99.12,11026.81,1,29400,100000,'Центр города',2,1.67,30.17,200,443.88,100000,Элитный,2
21.94,6.7,374.03,E,26853,99.12,11026.81,1,30000,100000,'Центр города',3,0,20.26,200,652.6,1000000,Низкий,2
24.73,4.68,308.59,E,15251,96.62,8881.47,1,65597.94,100000,'Фешенебельный район',2,0,37.07,200,637.99,100000,Элитный,1
24.81,4.79,375.45,E,14981,94.65,7864.09,1,56470.27,100000,'Фешенебельный район',2,4.5,37.07,1000,680.76,200000,Элитный,2
24.81,4.79,375.45,E,14981,94.65,7864.09,1,31700,10000,'Фешенебельный район',3,0,11.81,50,235.26,500,Элитный,2
25.77,5.9,383.71,E,16365,96.49,8159.58,1,61879.62,100000,'Фешенебельный район',2,4.5,37.07,500,639.72,100000,Элитный,1
26.38,5.08,323.88,E,9153,94.93,6800.65,1,41298.91,100000,'Фешенебельный район',2,0,37.07,500,678.52,100000,Элитный,1
24.49,5.3,327.63,E,14733,95.91,10191.58,1,57056.89,100000,'Фешенебельный район',2,0,37.07,500,639.2,100000,Элитный,1
24.49,5.3,327.63,E,14733,95.91,10191.58,1,28000,100000,'Центр города',2,0,20.26,300,586.84,500000,Высокий,1
27.52,5.73,330.2,E,13199,96.01,8755.69,1,58070.29,100000,'Фешенебельный район',2,4.5,37.07,500,642.69,100000,Элитный,1
4.5,2.56,61.78,E,15824,99.62,1260.06,1,2200,100000,'Центр города',3,0.93,30.17,50,483.51,200000,'Очень высокий',1
13.8,3.48,170.38,E,95234,96.25,3833.19,1,20000,100000,'Центр города',1,0.93,30.17,5000,502.04,500000,Элитный,1
