@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
14.84,6.04,323.95,E,1460,99.66,9538.14,1,13200,500,'Центр города',1,0,12.23,50,178.29,100,Нормальный,1
13.47,4.2,180.05,E,1652,97.52,6037.21,1,30000,10000,'Центр города',2,0,14.67,50,304.01,5000,Элитный,1
19.51,7.43,280.72,E,3490,99.94,16439.64,1,60795.95,1000,'Центр города',1,0,11.64,50,223.16,1000,Элитный,1
17.47,6.07,325.43,E,5869,98.72,11245.1,1,65000,100000,'Фешенебельный район',5,0,11.36,100,520.76,50000,Элитный,1
23.07,5.5,410.32,E,1486,89.91,14876.67,1.27,37000,100000,'Фешенебельный район',6,0,11.89,100,634.58,100000,'Очень высокий',1
26.65,8.52,456.65,E,15378,99.74,26162.91,1,120000,100000,'Центр города',3,0,30.39,50,405.4,100000,Элитный,1
33.11,6.85,380.03,E,5349,99.85,25286.31,1,45000,1000,'Центр города',1,0.23,14.67,100,422.66,5000,Высокий,1
33.11,6.85,380.03,E,5349,99.85,25286.31,1,25218,500,'Спальный район',1,0,3.42,50,20.87,100,Элитный,1
21.94,6.7,374.03,E,8242,97.38,18537.22,1,156616.47,100000,'Фешенебельный район',2,0,27.93,100,601.56,100000,Элитный,1
27.52,5.73,330.2,E,4569,99.67,17462.44,1,45000,100000,'Центр города',1,0,8.43,50,238.56,10000,Элитный,1
22.49,8.02,329.18,E,11407,99.68,13549.64,1,30000,1000,'Центр города',1,1.92,14.67,50,181.38,1000,Элитный,2
22.49,8.02,329.18,E,11407,99.68,13549.64,1,18069.24,500,'Центр города',3,0,9.66,50,53.06,100,'Очень высокий',2
15.89,8.62,439.9,E,9494,98.93,7636.53,1,35000,10000,'Центр города',2,1.92,14.67,100,301.96,5000,Элитный,1
13.8,3.48,170.38,E,32104,99.97,7669.69,1,26000,100000,'Центр города',1,0.82,21.84,50,502.57,500000,Элитный,1
10.59,6.11,313.38,E,6362,99.94,3211.35,1,25000,100000,'Центр города',3,1.92,14.67,50,466.75,200000,'Очень высокий',1
12.42,6,317.66,E,6166,99.68,3320.77,1,17000,500,'Центр города',1,1.88,14.67,50,310.75,500,'Очень высокий',1
22.09,7.4,456,E,5616,99.89,13038.22,1,95000,100000,'Центр города',2,0,11.38,50,511.36,500000,'Очень высокий',1
23.89,7.7,947.88,E,10576,99.99,12951.23,1,90000,100000,'Фешенебельный район',8,1.29,21.89,50,324.99,10000,Элитный,1
35.1,7.34,1114.59,E,20228,99.98,25069.78,1,195000,100000,'Центр города',1,0,25.45,50,477.32,200000,Элитный,1
15.36,6.53,332.5,E,10225,99.5,7430.72,1,24000,500,'Фешенебельный район',1,0.24,14.52,50,385.27,100,Элитный,1
28.86,6.5,396.58,E,2955,92.32,15939.97,1,124898.69,100000,'Фешенебельный район',2,0,27.93,200,594.82,50000,Элитный,1
21.51,5.05,294.04,E,26128,99.12,12517.29,1,90847.17,10000,'Фешенебельный район',1,0.23,27.93,100,591.37,10000,Элитный,1
13.2,4.05,270.24,E,22785,99.96,7226.39,1,10700,1000,'Центр города',2,0,8.42,50,79.59,1000,'Очень высокий',1
16.51,5.75,146.16,E,95883,99.97,12409.21,1,87500,100000,'Центр города',1,0,8.29,50,338.52,100000,Элитный,1
36.55,8.17,486.2,E,113475,99.14,33383.84,1,185106.27,100000,'Центр города',2,0,27.93,200,436.02,500000,'Очень высокий',3
36.55,8.17,486.2,E,113475,99.14,33383.84,1,109000,100000,'Спальный район',1,0,8.29,1000,421.66,200000,Элитный,3
36.55,8.17,486.2,E,113475,99.14,33383.84,1,61000,10000,'Центр города',2,0,11.89,50,198.17,5000,Элитный,3
36.55,8.17,486.2,E,113475,99.14,33383.84,1,81000,10000,'Центр города',2,0,8.29,50,56.52,3000,Высокий,3
16.37,6.5,299.77,E,4824,99.94,11449.15,1,22148,1000,Окраина,8,0,12.08,50,75.98,200,Низкий,1
16.36,7,315.92,E,5027,99.94,11085.01,1,22150,1000,Окраина,9,0,12.15,50,87.33,200,Нормальный,1
30.96,7.76,507.15,E,64165,92.85,21315.3,1,80000,100000,'Центр города',1,0,11.27,5000,445.92,500000,Элитный,2
30.96,7.76,507.15,E,64165,92.85,21315.3,1,70000,100000,'Центр города',3,0,11.88,1000,437.09,300000,Высокий,2
17.05,9.25,331.7,E,28714,98.13,12961.3,1,50000,100000,'Центр города',2,3.46,27.8,50,386.73,100000,Элитный,3
17.05,9.25,331.7,E,28714,98.13,12961.3,1,54000,10000,'Центр города',1,0,19.84,500,271.34,10000,Элитный,3
17.05,9.25,331.7,E,28714,98.13,12961.3,1,22142,1000,Окраина,8,0,12.19,50,65.78,500,Низкий,3
13.43,5.7,421.66,E,1935,98.29,9796.12,1,44444,10000,'Центр города',1,4.17,10.07,50,572.64,30000,'Очень высокий',1
13.89,5.86,1199.7,E,628,99.84,11780.25,1,35000,10000,'Фешенебельный район',7,0,23.94,50,623.97,5000,Элитный,1
10.52,5.07,264.6,E,630,96.51,3889.49,1.1,18000,100000,'Центр города',2,4.16,14.67,500,660.08,500000,Нормальный,1
179.08,8.91,2646,E,42,83.33,29920.59,5.91,130000,10000,'Центр города',2,0,11.39,50,707.74,20000,'Очень высокий',1
18.08,6.32,264.05,E,13150,99.99,12325.93,1,170000,100000,'Центр города',1,0,25.45,50,484.36,500000,Элитный,1
24.5,8.82,380.2,E,66868,99.56,17779.17,1,100000,100000,'Фешенебельный район',2,0,12.75,50,463.37,50000,Элитный,4
24.5,8.82,380.2,E,66868,99.56,17779.17,1,77500,100000,'Фешенебельный район',4,0,11.39,500,343.38,10000,Элитный,4
24.5,8.82,380.2,E,66868,99.56,17779.17,1,60000,100000,'Фешенебельный район',9,0,11.38,200,498.09,100000,Нормальный,4
24.5,8.82,380.2,E,66868,99.56,17779.17,1,39500,10000,'Центр города',3,0,8.43,50,34.42,2000,Элитный,4
20.05,7.35,404.84,E,20918,99.35,11577.07,1,60000,100000,'Центр города',2,0,8.25,100,526.87,500000,Высокий,2
20.05,7.35,404.84,E,20918,99.35,11577.07,1,30000,10000,'Центр города',4,0.09,14.67,50,255.37,5000,Элитный,2
15.69,3.48,115.97,E,56553,99.82,6617.83,1,28000,100000,'Центр города',1,0.66,21.84,100,497.25,500000,'Очень высокий',1
39.69,7.83,1612.96,E,60902,99.53,37718.2,1,96267.88,10000,'Центр города',1,0,8.29,50,117.86,5000,Элитный,1
39.69,7.83,1612.96,E,60902,99.53,37718.2,1,55000,100000,'Центр города',1,0,13.42,200,129.91,10000,Элитный,1
32.51,8.08,1107.73,E,12112,99.59,23248.57,1,116000,100000,'Центр города',2,0,8.29,50,492.68,500000,'Очень высокий',1
20.11,7.94,377.59,E,18258,92.38,18951.04,1,44000,100000,'Центр города',7,0,23.94,1000,381.65,100000,'Очень высокий',2
20.11,7.94,377.59,E,18258,92.38,18951.04,1,44444,10000,'Центр города',1,4.17,10.07,50,395.16,20000,Элитный,2
17.13,7.8,489.56,E,2594,94.22,16728.64,1,44000,100000,'Центр города',5,0,23.94,100,529.49,200000,Нормальный,1
26.25,6.05,350,E,6634,99.55,16618.36,1,95000,100000,'Центр города',2,0,8.29,50,520.49,300000,'Очень высокий',1
