@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,112570,72.74,115.01,2.66,338,100000,'Центр города',2,3.58,12.95,20000,487.21,100000,Высокий,4
20.39,5.51,274,E,112570,72.74,115.01,2.66,251.66,10000,'Центр города',2,1.45,10.69,5000,421.07,10000,Элитный,4
20.39,5.51,274,E,112570,72.74,115.01,2.66,220.86,1000,'Центр города',3,0,4.88,50,147.41,500,'Очень высокий',4
20.39,5.51,274,E,112570,72.74,115.01,2.66,143.48,500,'Центр города',1,0.2,3.64,50,61.71,100,Элитный,4
12.5,5.84,266.25,E,15454,85.08,356.18,6.23,300,10000,'Центр города',1,2.97,10.69,1000,417.14,5000,Элитный,3
12.5,5.84,266.25,E,15454,85.08,356.18,6.23,303.18,10000,'Центр города',2,0,5.29,1000,354.68,5000,Высокий,3
12.5,5.84,266.25,E,15454,85.08,356.18,6.23,360,1000,'Центр города',1,0,4.45,50,195.66,500,Элитный,3
19.02,4.74,243.68,E,35716,85.84,350.97,7.44,300,10000,'Центр города',1,2.97,10.69,5000,394.65,10000,Элитный,2
19.02,4.74,243.68,E,35716,85.84,350.97,7.44,294,1000,'Центр города',1,0,8.23,50,138.04,500,'Очень высокий',2
14.84,6.04,323.95,E,59678,80.87,94.48,1.72,215,100000,'Центр города',5,4.82,13,10000,545.55,200000,Нормальный,3
14.84,6.04,323.95,E,59678,80.87,94.48,1.72,189.96,10000,'Центр города',3,2.1,10.69,1000,414.46,10000,Элитный,3
14.84,6.04,323.95,E,59678,80.87,94.48,1.72,9.29,100,'Центр города',2,1.04,3.91,50,109.27,100,Низкий,3
13.47,4.2,180.05,E,22681,84.57,355.52,7.49,205,10000,'Центр города',1,2.97,10.69,5000,433.75,10000,Элитный,1
8.42,8.02,272.66,E,39438,95.18,491.42,1,300,10000,'Центр города',1,2.97,10.69,1000,236.39,5000,Элитный,2
8.42,8.02,272.66,E,39438,95.18,491.42,1,220,10000,'Центр города',5,0,5.81,1000,327.36,5000,Нормальный,2
10.99,3.9,197.94,E,38234,97.38,153.34,1.45,210,10000,'Центр города',2,2.67,13,10000,534.09,20000,Нормальный,1
10.99,3.9,197.94,E,38234,97.38,153.34,1.45,220,10000,'Центр города',1,2.97,10.69,1000,374.9,10000,Элитный,1
19.51,7.43,280.72,E,81605,92.62,393.45,1,230,10000,'Центр города',1,2.97,10.69,5000,333.15,5000,Элитный,2
19.51,7.43,280.72,E,81605,92.62,393.45,1,585,100,'Фешенебельный район',1,0,8.64,50,92.75,50,Элитный,2
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,300,100000,'Центр города',2,0.19,13.05,10000,474.15,100000,Элитный,6
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,360,100000,'Центр города',6,4.82,13,10000,482.59,100000,Нормальный,6
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,262.03,10000,'Центр города',2,2.1,10.69,5000,301,5000,Элитный,6
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,411.43,10000,'Спальный район',3,2.03,7.4,50,325.91,5000,Элитный,6
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,320,10000,'Спальный район',2,0.13,10.96,50,395.59,10000,Элитный,6
17.47,6.07,325.43,E,140360,77.15,170.39,3.64,234.59,500,'Центр города',1,0,5.81,50,154.95,300,Элитный,6
24.09,6.5,389.39,E,87595,86.57,355.67,6.38,750,10000,'Центр города',1,0,14.16,2000,490.8,10000,Элитный,5
24.09,6.5,389.39,E,87595,86.57,355.67,6.38,287.92,10000,'Центр города',2,2.1,10.62,5000,328.65,5000,Элитный,5
24.09,6.5,389.39,E,87595,86.57,355.67,6.38,475,100000,'Фешенебельный район',5,0,6.65,1000,538.92,50000,Элитный,5
24.09,6.5,389.39,E,87595,86.57,355.67,6.38,360,10000,'Фешенебельный район',2,3.39,10.96,50,500.95,5000,Элитный,5
24.09,6.5,389.39,E,87595,86.57,355.67,6.38,365,1000,'Фешенебельный район',2,0,7.11,100,225.46,100,Элитный,5
15.39,6.09,261.73,E,159984,89.92,369.54,7.18,600,100000,'Спальный район',1,3.96,7.01,5000,675.36,1000000,Высокий,3
15.39,6.09,261.73,E,159984,89.92,369.54,7.18,320,10000,'Центр города',3,4.19,10.68,10000,429.56,10000,Высокий,3
15.39,6.09,261.73,E,159984,89.92,369.54,7.18,400,100000,'Центр города',4,0,5.01,1000,351.05,50000,Элитный,3
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,421,100000,'Центр города',2,4.27,13,10000,413.49,100000,'Очень высокий',6
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,300,10000,'Центр города',2,4.19,10.69,30000,397.58,10000,'Очень высокий',6
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,300,10000,'Спальный район',4,0,5.29,1000,411.62,10000,Высокий,6
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,310,100000,'Центр города',5,0,6.87,5000,185.73,10000,Элитный,6
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,230.5,100000,'Центр города',1,0,6.03,1000,260.44,50000,Элитный,6
16.85,8.11,333.49,E,255633,81.42,376.64,7.32,340,1000,'Центр города',2,0,5.06,50,56.97,500,Нормальный,6
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,455,10000,'Центр города',4,2.67,12.91,20000,371.32,10000,Высокий,7
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,350,10000,'Центр города',1,2.97,10.69,10000,231.17,5000,Элитный,7
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,280,10000,'Центр города',3,0,8.66,1000,237.43,5000,'Очень высокий',7
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,190,10000,'Центр города',2,1.57,8.21,10000,371.22,20000,Низкий,7
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,375,500,'Фешенебельный район',1,0,6.93,50,5,50,Элитный,7
31.87,11.17,387.83,E,471796,89.22,373.76,7.72,399,1000,'Фешенебельный район',1,0,8.16,50,135.74,100,'Очень высокий',7
