@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Окраина,Пригород}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute SELL_VOLUME numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT numeric
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric

@data
20.39,5.51,274,E,59532,82.65,352.5,10.46,500,100000,'Центр города',2,3.5,29.6,5000,424.09,100000,Элитный,3
20.39,5.51,274,E,59532,82.65,352.5,10.46,380,10000,'Центр города',1,0,12.32,5000,162.34,2000,'Очень высокий',3
12.5,5.84,266.25,E,67882,97.05,157.04,1,188.5,10000,'Центр города',1,0,21.74,2000,298.26,5000,Элитный,1
12.5,5.84,266.25,E,67882,97.05,157.04,1,300,1000,'Центр города',1,0,1.75,100,311.24,1000,Элитный,1
19.02,4.74,243.68,E,41112,93.23,608.99,1,225.79,10000,'Центр города',1,0,21.74,500,277.99,3000,Элитный,2
19.02,4.74,243.68,E,41112,93.23,608.99,1,650,1000,'Центр города',1,0,1.43,2000,417.99,2000,'Очень высокий',2
13.47,4.2,180.05,E,26478,82.44,200.44,5.7,175,10000,'Центр города',1,0,21.74,1000,394.97,10000,Элитный,2
13.47,4.2,180.05,E,26478,82.44,200.44,5.7,650,10000,'Центр города',2,0,12.58,2000,444.07,10000,Элитный,2
13.47,4.2,180.05,E,26478,82.44,200.44,5.7,550,10000,'Центр города',2,0,15.01,2000,304.01,5000,Элитный,2
8.42,8.02,272.66,E,40515,95.56,565.26,1,850,10000,'Центр города',1,0,13.6,1000,381.39,10000,Элитный,1
10.99,3.9,197.94,E,37299,94.64,444.69,1,180,10000,'Центр города',1,0,21.74,2000,374.9,10000,Элитный,1
10.99,3.9,197.94,E,37299,94.64,444.69,1,825.09,1000,'Центр города',1,0,1.74,200,273.89,1000,Элитный,1
19.51,7.43,280.72,E,84102,70.21,301.91,7,879,10000,'Центр города',1,0,25.35,10000,526.53,50000,'Очень высокий',4
19.51,7.43,280.72,E,84102,70.21,301.91,7,200,10000,'Центр города',1,0,21.74,500,333.15,5000,Элитный,4
19.51,7.43,280.72,E,84102,70.21,301.91,7,400,10000,'Центр города',3,0,21.82,10000,487.38,20000,Нормальный,4
19.51,7.43,280.72,E,84102,70.21,301.91,7,320,10000,'Центр города',1,0,21.82,5000,208.75,2000,Элитный,4
17.47,6.07,325.43,E,182919,94.53,391.44,1,290.16,10000,'Спальный район',2,0,13.6,10000,325.91,5000,Элитный,1
24.09,6.5,389.39,E,199730,93.74,229.71,1.71,315,10000,'Спальный район',2,2.67,23.77,5000,29.12,500,Элитный,5
24.09,6.5,389.39,E,199730,93.74,229.71,1.71,800,100000,'Фешенебельный район',5,0,12.62,2000,538.92,50000,Элитный,5
24.09,6.5,389.39,E,199730,93.74,229.71,1.71,1000,100000,'Фешенебельный район',5,0,12.62,2000,541.39,50000,Элитный,5
24.09,6.5,389.39,E,199730,93.74,229.71,1.71,500,10000,'Центр города',1,0.16,13.63,100,327.33,5000,Элитный,5
24.09,6.5,389.39,E,199730,93.74,229.71,1.71,325,100000,'Центр города',1,2.67,21.82,50,377.39,50000,Элитный,5
15.39,6.09,261.73,E,182157,85.56,287.05,1.98,560,100000,'Центр города',1,0,23.77,50000,559.16,500000,Высокий,4
15.39,6.09,261.73,E,182157,85.56,287.05,1.98,408.6,10000,'Центр города',3,0,21.74,50,292.25,10000,Элитный,4
15.39,6.09,261.73,E,182157,85.56,287.05,1.98,375,100000,'Центр города',4,0,16.77,10000,351.05,50000,Элитный,4
15.39,6.09,261.73,E,182157,85.56,287.05,1.98,255,10000,'Спальный район',2,0,1.2,50,88.76,1000,Элитный,4
16.85,8.11,333.49,E,281233,90.05,351.46,3.1,500,100000,'Центр города',2,0,1.22,10000,535.59,500000,Высокий,4
16.85,8.11,333.49,E,281233,90.05,351.46,3.1,409.53,10000,'Центр города',3,0,21.74,100,397.58,10000,'Очень высокий',4
16.85,8.11,333.49,E,281233,90.05,351.46,3.1,730,100000,'Фешенебельный район',5,0,21.82,10000,410.77,10000,Элитный,4
16.85,8.11,333.49,E,281233,90.05,351.46,3.1,360,10000,'Фешенебельный район',3,0,21.82,5000,288.04,1000,Элитный,4
16.85,8.11,333.49,E,281233,90.05,351.46,3.1,250,1000,'Спальный район',3,0,2.96,500,9.5,500,Элитный,4
31.87,11.17,387.83,E,578165,90.41,413.97,8.8,1867.26,10000,'Фешенебельный район',2,1.43,28.48,20000,569.24,10000,Элитный,3
31.87,11.17,387.83,E,578165,90.41,413.97,8.8,619,10000,'Фешенебельный район',1,0,18.82,20000,475.78,5000,Элитный,3
