@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
47.51,7.96,441.62,E,1305216,95.03,82.33,1,140,1000,Окраина,2,0,17.01,241.14,'около 1 000','Очень высокий',5,'более 10 000'
47.51,7.96,441.62,E,1305216,95.03,82.33,1,230,1000,'Центр города',1,0.27,33.75,500.17,'около 5 000',Нормальный,5,'около 30 000'
47.51,7.96,441.62,E,1305216,95.03,82.33,1,283,1000,'Центр города',1,1.14,30.59,334.35,'более 1 000','Очень высокий',5,'более 20 000'
47.51,7.96,441.62,E,1305216,95.03,82.33,1,100,1000,'Центр города',2,0.69,31.22,195.72,'более 1 000','Очень высокий',5,'около 500'
9.52,6.2,217.41,E,401701,81.31,25.7,1.72,25,100,'Фешенебельный район',2,0,21.4,223.41,'менее 50','Очень высокий',3,'около 50'
9.52,6.2,217.41,E,401701,81.31,25.7,1.72,70,10000,'Центр города',1,0,36.37,391.89,'около 5 000',Элитный,3,'около 50 000'
18.6,5.43,306.31,E,560218,80.95,27.74,11.12,40,10000,'Фешенебельный район',1,0,36.57,586.15,'около 5 000',Элитный,3,'около 100 000'
18.6,5.43,306.31,E,560218,80.95,27.74,11.12,36.75,10000,'Спальный район',3,0,27.83,549.67,'более 20 000',Высокий,3,'около 1 000'
18.6,5.43,306.31,E,560218,80.95,27.74,11.12,25,1000,'Центр города',1,0,8.88,402.94,'более 2 000','Очень высокий',3,'около 5 000'
12.27,5.5,181.76,E,515667,76.71,25.6,1.58,50,1000,Окраина,3,0,17.01,290.4,'около 500','Очень высокий',2,'около 100'
12.27,5.5,181.76,E,515667,76.71,25.6,1.58,51.5,10000,'Центр города',1,0,37.47,371.07,'около 5 000',Элитный,2,'более 100 000'
12.68,5.25,168.38,E,769215,99.87,26.26,1,55,10000,'Центр города',1,0,17.53,284.45,'около 5 000',Элитный,1,'около 1 000'
5.84,8.1,118.82,E,871642,73.5,25.25,10.47,29,10000,'Центр города',1,0,16.5,253.29,'около 5 000',Элитный,3,'более 10 000'
5.84,8.1,118.82,E,871642,73.5,25.25,10.47,45,10000,'Центр города',1,0,35.61,276.46,'около 5 000',Элитный,3,'около 50 000'
18.59,4.63,262,E,1175108,75.88,21.25,6.8,40,10000,'Центр города',1,0,23.91,427.03,'более 10 000',Элитный,1,'более 200 000'
14.98,4.86,257.21,E,361598,96.96,25.9,1,23.5,100000,'Центр города',1,0,7.18,442.35,'около 100 000','Очень высокий',1,'более 10 000'
22.36,5.29,234.04,E,488118,67.91,16.9,1.9,6.55,100000,'Центр города',4,0,24.01,429.24,'около 50 000','Очень высокий',3,'более 100 000'
21.5,5.75,220.01,E,7318547,82.16,28.81,12.22,30.5,10000,'Центр города',1,0,16.95,462.82,'около 50 000','Очень высокий',4,'более 1 000 000'
21.5,5.75,220.01,E,7318547,82.16,28.81,12.22,51,10000,'Центр города',1,0.5,38.48,377.87,'более 10 000',Элитный,4,'более 100 000'
21.5,5.75,220.01,E,7318547,82.16,28.81,12.22,26.16,10000,'Центр города',2,0,17.53,390.39,'более 10 000','Очень высокий',4,'около 50 000'
19.47,10.74,409.54,E,2606523,89.81,29.54,10.75,61.2,100000,'Центр города',2,0,16.43,458.52,'более 100 000',Элитный,3,'более 200 000'
33.97,5.55,202.02,E,1061085,90.84,33.27,1,30,10000,'Центр города',2,0,19.38,389.32,'более 10 000',Элитный,5,'около 100 000'
33.97,5.55,202.02,E,1061085,90.84,33.27,1,35.2,1000,'Центр города',1,0.03,6.27,269.15,'более 1 000','Очень низкий',5,'около 5 000'
8.18,3.82,151.62,E,399552,71.04,9.86,3.65,27.5,100000,'Центр города',2,1.81,17.81,389.03,'около 50 000',Элитный,3,'более 100 000'
8.18,3.82,151.62,E,399552,71.04,9.86,3.65,35.2,10000,'Центр города',1,0.26,18.06,410.45,'около 10 000','Очень низкий',3,'около 50'
16.02,3.9,231,E,408923,72.88,26.37,1,39,10000,'Центр города',1,0,22,397.86,'около 10 000',Высокий,2,'более 100 000'
24.7,8.33,282.14,E,2532043,75.32,27.93,4.02,38.67,100000,'Центр города',1,2.65,38.4,558.48,'около 500 000','Очень высокий',3,'около 500 000'
24.7,8.33,282.14,E,2532043,75.32,27.93,4.02,45,100000,'Центр города',2,1.84,17.81,443.36,'более 100 000',Элитный,3,'более 100 000'
15.89,6.96,388.05,E,1841042,61.25,15.79,6.26,50,100000,'Центр города',1,0,36.6,575.31,'около 500 000','Очень высокий',4,'около 50 000'
15.89,6.96,388.05,E,1841042,61.25,15.79,6.26,50,100000,'Центр города',1,0,36.61,575.31,'около 500 000','Очень высокий',4,'около 50 000'
15.89,6.96,388.05,E,1841042,61.25,15.79,6.26,60,10000,'Центр города',1,0,17.42,544.23,'около 50 000','Очень высокий',4,'менее 50'
15.89,6.96,388.05,E,1841042,61.25,15.79,6.26,33,100000,'Спальный район',1,0,23.83,458.91,'более 100 000',Элитный,4,'около 500 000'
10.25,5.19,190.03,E,489485,73.15,15.85,6.22,42,100000,'Центр города',5,0,27,47.3,'около 5 000',Элитный,4,'около 50 000'
10.25,5.19,190.03,E,489485,73.15,15.85,6.22,45,10000,'Центр города',2,1.84,17.81,329.9,'около 5 000',Элитный,4,'около 50 000'
10.25,5.19,190.03,E,489485,73.15,15.85,6.22,35.9,1000,'Центр города',1,0.08,18.32,330.83,'более 2 000','Очень низкий',4,'около 5 000'
10.25,5.19,190.03,E,489485,73.15,15.85,6.22,25.84,1000,'Центр города',3,0,11.37,336.16,'более 2 000',Низкий,4,'около 5 000'
14.37,4.83,286.09,E,1780670,72.22,15.92,6.62,19.5,100000,'Центр города',2,0.55,10.93,428.99,'более 100 000',Высокий,8,'около 100 000'
14.37,4.83,286.09,E,1780670,72.22,15.92,6.62,35,100000,'Центр города',5,1.56,27.54,631.1,'более 1 000 000','Очень низкий',8,'более 100 000'
14.37,4.83,286.09,E,1780670,72.22,15.92,6.62,34,100000,'Центр города',4,2.49,13.25,435.8,'более 100 000',Высокий,8,'более 10 000'
14.37,4.83,286.09,E,1780670,72.22,15.92,6.62,15,100000,'Центр города',2,0,17.69,438.81,'более 100 000',Элитный,8,'около 100 000'
14.37,4.83,286.09,E,1780670,72.22,15.92,6.62,28,10000,Окраина,4,2.45,13.1,433.61,'более 10 000','Очень высокий',8,'более 20 000'
16.11,4.34,192.77,E,3874880,93.11,47.38,1,130,100000,'Центр города',1,0.46,27.83,360.92,'около 100 000',Элитный,9,'более 100 000'
16.11,4.34,192.77,E,3874880,93.11,47.38,1,30,100000,'Центр города',3,0.55,10.93,425.65,'более 100 000',Низкий,9,'около 5 000'
16.11,4.34,192.77,E,3874880,93.11,47.38,1,49.46,10000,'Центр города',1,0,20.75,459.77,'более 20 000',Высокий,9,'около 20 000'
16.11,4.34,192.77,E,3874880,93.11,47.38,1,51,10000,'Фешенебельный район',2,2.31,12.46,430.31,'около 5 000',Элитный,9,'около 100 000'
4.99,5.13,370.94,E,615479,90.49,16.6,5.28,31,100000,'Центр города',2,0,14.24,339.54,'около 50 000',Элитный,3,'около 5 000'
