@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
47.51,7.96,441.62,E,340149,66.48,335.45,2.58,740,1000,Окраина,2,0,26.32,241.14,'около 1 000','Очень высокий',4,'более 1 000'
47.51,7.96,441.62,E,340149,66.48,335.45,2.58,1000,1000,'Фешенебельный район',1,1.48,64.47,639.18,'более 1 000','Очень высокий',4,'около 100 000'
47.51,7.96,441.62,E,340149,66.48,335.45,2.58,700,1000,'Центр города',1,0,24.12,241.14,'около 1 000',Элитный,4,'более 20 000'
47.51,7.96,441.62,E,340149,66.48,335.45,2.58,510.71,1000,'Центр города',3,0,29.64,245.23,'более 1 000',Высокий,4,'около 1 000'
9.52,6.2,217.41,E,102868,76.87,66.92,10.89,200.12,10000,'Центр города',2,3.62,34.67,591.59,'более 20 000',Высокий,2,'более 20 000'
18.6,5.43,306.31,E,173833,88.48,81.99,12.56,220.12,10000,'Центр города',2,3.57,34.89,562.02,'более 20 000',Высокий,2,'более 20 000'
12.27,5.5,181.76,E,134593,78.56,73.57,5.77,150,10000,'Спальный район',1,0.01,17.3,301.42,'около 5 000',Элитный,1,'более 20 000'
12.68,5.25,168.38,E,183811,74.87,76.75,10.71,220,10000,'Центр города',1,0,52.54,680.66,'около 50 000',Высокий,2,'около 50 000'
12.68,5.25,168.38,E,183811,74.87,76.75,10.71,150,10000,'Спальный район',3,0,11.85,515.29,'более 10 000',Высокий,2,'менее 50'
18.59,4.63,262,E,376798,76.1,70.45,12.28,210,10000,'Центр города',1,0,52.54,676.56,'около 100 000',Нормальный,5,'более 10 000'
18.59,4.63,262,E,376798,76.1,70.45,12.28,210,10000,'Центр города',1,5.85,50.08,629.05,'около 50 000','Очень высокий',5,'около 50 000'
18.59,4.63,262,E,376798,76.1,70.45,12.28,200,10000,'Центр города',1,0,48.87,494.11,'более 20 000','Очень высокий',5,'более 10 000'
