@relation RetailSalePrediction

@attribute WEALTH_INDEX numeric
@attribute EDUCATION_INDEX numeric
@attribute AVERAGE_SALARY numeric
@attribute MARKET_INDEX {AAA,AA,A,B,C,D,E,''}
@attribute MARKET_VOLUME numeric
@attribute LOCAL_PERCENT numeric
@attribute LOCAL_PRICE numeric
@attribute LOCAL_QUALITY numeric
@attribute PRICE numeric
@attribute SHOP_SIZE {100,500,1000,10000,100000}
@attribute TOWN_DISTRICT {'Фешенебельный район','Центр города','Спальный район',Пригород,Окраина}
@attribute DEPARTMENT_COUNT numeric
@attribute BRAND numeric
@attribute QUALITY numeric
@attribute NOTORIETY numeric
@attribute VISITORS_COUNT {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}
@attribute SERVICE_LEVEL {Элитный,'Очень высокий',Высокий,Нормальный,Низкий,'Очень низкий'}
@attribute SELLER_COUNT numeric
@attribute SELL_VOLUME {'менее 50','около 50','около 100','более 100','около 200','более 200','около 300','более 300','около 500','более 500','около 1 000','более 1 000','около 2 000','более 2 000','около 3 000','более 3 000','около 5 000','более 5 000','около 10 000','более 10 000','около 20 000','более 20 000','около 30 000','более 30 000','около 50 000','более 50 000','около 100 000','более 100 000','около 200 000','более 200 000','около 300 000','более 300 000','около 500 000','более 500 000','около 1 000 000','более 1 000 000','около 2 000 000','более 2 000 000','около 3 000 000','более 3 000 000','около 5 000 000','более 5 000 000'}

@data
40.97,7.96,441.62,E,192983,63.28,71.55,19.78,101.01,1000,'Фешенебельный район',1,4.77,28.32,606.64,'более 1 000',Элитный,6,'около 30 000'
40.97,7.96,441.62,E,192983,63.28,71.55,19.78,80,1000,'Фешенебельный район',1,1.36,23.81,472.39,'около 500',Элитный,6,'более 10 000'
40.97,7.96,441.62,E,192983,63.28,71.55,19.78,70,1000,'Центр города',1,1.31,17.48,266.6,'более 1 000',Элитный,6,'около 1 000'
40.97,7.96,441.62,E,192983,63.28,71.55,19.78,90,1000,'Центр города',1,4.77,28.32,241.14,'более 1 000',Элитный,6,'более 20 000'
8.69,6.2,217.41,D,77816,10.69,26.45,12.29,24.99,10000,'Центр города',1,0,17.13,591.54,'более 30 000','Очень высокий',3,'около 50 000'
17.77,5.43,306.31,C,114212,0,40.61,17.51,48,10000,'Спальный район',3,0,16.23,549.67,'более 20 000',Высокий,4,'около 500'
17.77,5.43,306.31,C,114212,0,40.61,17.51,40,10000,Окраина,1,1.12,26.56,604.05,'более 20 000',Элитный,4,'более 100 000'
11.25,5.5,181.76,E,93394,80.14,23.4,14.04,22,10000,'Спальный район',2,0,19.81,554.62,'более 10 000','Очень высокий',1,'более 10 000'
11.93,5.25,168.38,E,115301,90.6,32.46,5.37,50,10000,'Спальный район',1,0.08,20.75,209.74,'более 2 000',Элитный,2,'более 10 000'
5.34,8.1,118.82,E,141462,71.48,20.21,7.75,64,10000,'Центр города',1,4.94,21.12,507.63,'более 20 000',Элитный,2,'около 50 000'
5.34,8.1,118.82,E,141462,71.48,20.21,7.75,3.8,1000,Окраина,1,0,4.1,490.15,'более 2 000','Очень высокий',2,'около 5 000'
16.67,4.63,262,D,321042,22.13,33.94,2.14,70,10000,'Центр города',1,0,23.76,626.42,'около 50 000',Высокий,2,'около 50 000'
16.67,4.63,262,D,321042,22.13,33.94,2.14,49.99,10000,'Центр города',1,0,17.14,503.99,'более 20 000',Элитный,2,'более 200 000'
15.8,4.86,257.21,D,67997,11.53,63.78,1.08,129.99,100000,'Фешенебельный район',1,0,17.13,592.26,'около 50 000',Элитный,2,'около 20 000'
17.25,5.29,234.04,D,91745,35.38,29.76,11.75,12,10000,'Центр города',3,0.43,11.52,321.41,'около 5 000',Высокий,4,'около 5 000'
17.25,5.29,234.04,D,91745,35.38,29.76,11.75,34.34,100000,'Центр города',4,0,17.15,429.24,'около 50 000','Очень высокий',4,'около 50 000'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,39.99,10000,'Центр города',1,2.09,37.84,507.19,'около 50 000','Очень высокий',7,'около 1 000 000'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,55.55,10000,'Фешенебельный район',1,1.13,28.32,679.72,'более 20 000',Элитный,7,'более 100 000'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,12,10000,'Центр города',1,0,18.72,592.18,'около 100 000',Нормальный,7,'около 50 000'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,30,10000,'Фешенебельный район',1,1.63,14.97,545.94,'около 10 000',Элитный,7,'менее 50'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,30,10000,'Центр города',1,1.63,14.91,512.65,'около 50 000','Очень высокий',7,'около 50'
20.4,5.75,220.01,D,1591628,27.45,33.98,21.08,30,10000,'Центр города',1,1.13,28.32,389.57,'более 10 000','Очень высокий',7,'около 50 000'
17.32,4.58,251.37,A,64036,0,13.99,8.52,17,10000,'Центр города',1,0,12.75,603.28,'около 50 000','Очень высокий',2,'около 100 000'
17.11,5.55,202.02,E,175698,83.11,29.64,14.04,23,100000,'Центр города',2,0.12,20.7,576.82,'около 500 000',Низкий,5,'около 20 000'
7.34,3.82,151.62,'',66222,100,46.22,1.27,65,10000,Пригород,1,2.35,13.73,249.4,'более 1 000',Нормальный,0,'около 5 000'
14.08,3.9,231,E,64643,74.14,29.15,7.16,8.29,10000,'Фешенебельный район',4,0,14.06,396.11,'более 1 000',Элитный,2,'около 5 000'
14.08,3.9,231,E,64643,74.14,29.15,7.16,70,100000,'Спальный район',1,0.15,20.8,307.09,'более 20 000',Элитный,2,'более 10 000'
21.39,8.33,282.14,D,540152,32.78,51.93,6.81,100,100000,'Центр города',1,0,23.76,668.99,'более 1 000 000',Нормальный,5,'около 500 000'
21.39,8.33,282.14,D,540152,32.78,51.93,6.81,79,100000,'Спальный район',4,0.13,20.94,396.7,'около 50 000',Элитный,5,'около 5 000'
21.39,8.33,282.14,D,540152,32.78,51.93,6.81,71,100000,'Центр города',4,0,18.79,425.31,'более 100 000','Очень высокий',5,'около 5 000'
14.36,6.96,388.05,E,302949,83.52,34.69,9.05,39.99,100000,'Фешенебельный район',1,0,19.51,580.75,'около 100 000',Элитный,5,'более 100 000'
14.36,6.96,388.05,E,302949,83.52,34.69,9.05,35,10000,'Фешенебельный район',2,0,15.19,101.59,'более 200',Элитный,5,'более 1 000'
